extraction_key,chart_id,is_original,perturbation_type,intensity,status,file_exists,in_failure_log,json_valid,phase,meta_chart_title,meta_chart_type,meta_confidence,meta_completeness,meta_data_points,meta_timestamp,meta_model,meta_attempt,meta_response_time,failure_error_type,failure_error_message,failure_error_timestamp,failure_retry_attempt,failure_extraction_phase
chart_036_complex_bar_random_blocks_medium,chart_036_complex_bar_random,False,blocks,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),stacked_bar,medium,partial,21.0,2025-07-30T00:02:25.809309,gpt-4o,1.0,20.090846061706543,,,,,
chart_036_complex_bar_rotation_medium,chart_036_complex_bar,False,rotation,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,35.0,2025-07-29T20:53:06.338100,gpt-4o,1.0,20.963582515716553,,,,,
chart_037_advanced_scatter_brightness_shift_medium,chart_037_advanced_scatter_brightness,False,shift,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,complete,9.0,2025-07-29T23:47:58.375304,gpt-4o,1.0,12.408859729766846,,,,,
chart_037_advanced_scatter_gaussian_blur_medium,chart_037_advanced_scatter_gaussian,False,blur,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,high,complete,9.0,2025-07-30T00:28:19.232520,gpt-4o,1.0,8.631542444229126,,,,,
chart_037_advanced_scatter_grayscale_conversion_medium,chart_037_advanced_scatter_grayscale,False,conversion,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,complete,8.0,2025-07-30T10:49:19.205304,gpt-4o,1.0,11.236464500427246,,,,,
chart_037_advanced_scatter_legend_corruption_medium,chart_037_advanced_scatter_legend,False,corruption,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,high,complete,9.0,2025-07-30T00:16:22.317683,gpt-4o,1.0,15.07088303565979,,,,,
chart_037_advanced_scatter_random_blocks_medium,chart_037_advanced_scatter_random,False,blocks,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,partial,8.0,2025-07-30T00:27:51.884520,gpt-4o,1.0,8.930663585662842,,,,,
chart_037_advanced_scatter_rotation_medium,chart_037_advanced_scatter,False,rotation,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,complete,9.0,2025-07-29T22:40:08.182934,gpt-4o,1.0,14.853728532791138,,,,,
chart_038_medium_line_brightness_shift_medium,chart_038_medium_line_brightness,False,shift,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),line,medium,complete,7.0,2025-07-29T21:32:08.303770,gpt-4o,1.0,9.62976861000061,,,,,
chart_038_medium_line_gaussian_blur_medium,chart_038_medium_line_gaussian,False,blur,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),line,medium,complete,7.0,2025-07-29T23:25:11.639602,gpt-4o,1.0,7.393775701522827,,,,,
chart_038_medium_line_grayscale_conversion_medium,chart_038_medium_line_grayscale,False,conversion,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),line,medium,complete,7.0,2025-07-30T10:49:27.646865,gpt-4o,1.0,7.433034420013428,,,,,
chart_038_medium_line_legend_corruption_medium,chart_038_medium_line_legend,False,corruption,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),line,medium,complete,7.0,2025-07-29T21:10:56.919455,gpt-4o,1.0,10.675066232681274,,,,,
chart_038_medium_line_random_blocks_medium,chart_038_medium_line_random,False,blocks,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),line,low,partial,7.0,2025-07-29T22:52:26.587234,gpt-4o,1.0,11.018558740615845,,,,,
chart_038_medium_line_rotation_medium,chart_038_medium_line,False,rotation,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),line,medium,complete,7.0,2025-07-29T20:54:40.975739,gpt-4o,1.0,8.999340772628784,,,,,
chart_039_medium_line_brightness_shift_medium,chart_039_medium_line_brightness,False,shift,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,complete,14.0,2025-07-29T20:59:57.120082,gpt-4o,1.0,11.296616554260254,,,,,
chart_039_medium_line_gaussian_blur_medium,chart_039_medium_line_gaussian,False,blur,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,complete,7.0,2025-07-29T21:34:40.522248,gpt-4o,1.0,7.169171094894409,,,,,
chart_039_medium_line_grayscale_conversion_medium,chart_039_medium_line_grayscale,False,conversion,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,partial,7.0,2025-07-30T10:49:37.681469,gpt-4o,1.0,9.027601957321167,,,,,
chart_039_medium_line_legend_corruption_medium,chart_039_medium_line_legend,False,corruption,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,complete,7.0,2025-07-29T20:39:45.504056,gpt-4o,1.0,9.911195516586304,,,,,
chart_039_medium_line_random_blocks_medium,chart_039_medium_line_random,False,blocks,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,low,partial,7.0,2025-07-29T21:50:48.552914,gpt-4o,1.0,9.146959781646729,,,,,
chart_039_medium_line_rotation_medium,chart_039_medium_line,False,rotation,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,high,complete,14.0,2025-07-30T00:12:12.476202,gpt-4o,1.0,9.724562168121338,,,,,
chart_040_medium_line_brightness_shift_medium,chart_040_medium_line_brightness,False,shift,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,complete,9.0,2025-07-29T20:33:58.604395,gpt-4o,1.0,7.544299364089966,,,,,
chart_040_medium_line_gaussian_blur_medium,chart_040_medium_line_gaussian,False,blur,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,complete,9.0,2025-07-30T00:03:28.581115,gpt-4o,1.0,9.849594593048096,,,,,
chart_040_medium_line_grayscale_conversion_medium,chart_040_medium_line_grayscale,False,conversion,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,partial,9.0,2025-07-30T10:49:48.022651,gpt-4o,1.0,9.33331847190857,,,,,
chart_040_medium_line_legend_corruption_medium,chart_040_medium_line_legend,False,corruption,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,partial,9.0,2025-07-30T00:20:58.082721,gpt-4o,1.0,9.747675657272339,,,,,
chart_040_medium_line_random_blocks_medium,chart_040_medium_line_random,False,blocks,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,low,incomplete,9.0,2025-07-29T21:22:33.970378,gpt-4o,1.0,6.661387205123901,,,,,
chart_040_medium_line_rotation_medium,chart_040_medium_line,False,rotation,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,complete,9.0,2025-07-29T23:50:56.143206,gpt-4o,1.0,11.693382024765015,,,,,
chart_041_advanced_bar_brightness_shift_medium,chart_041_advanced_bar_brightness,False,shift,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,24.0,2025-07-29T21:27:00.432081,gpt-4o,1.0,16.26789140701294,,,,,
chart_041_advanced_bar_gaussian_blur_medium,chart_041_advanced_bar_gaussian,False,blur,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,24.0,2025-07-30T00:09:01.566491,gpt-4o,1.0,25.186475038528442,,,,,
chart_041_advanced_bar_grayscale_conversion_medium,chart_041_advanced_bar_grayscale,False,conversion,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,24.0,2025-07-30T10:50:09.236319,gpt-4o,1.0,20.205624103546143,,,,,
chart_041_advanced_bar_legend_corruption_medium,chart_041_advanced_bar_legend,False,corruption,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,24.0,2025-07-29T21:29:28.802694,gpt-4o,1.0,14.131208419799805,,,,,
chart_041_advanced_bar_random_blocks_medium,chart_041_advanced_bar_random,False,blocks,medium,success,True,False,True,phase2,Quarterly Performance Dashboard (Business Analytics),grouped_bar,high,complete,18.0,2025-07-29T23:53:23.599682,gpt-4o,1.0,14.707488059997559,,,,,
chart_041_advanced_bar_rotation_medium,chart_041_advanced_bar,False,rotation,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,24.0,2025-07-30T00:23:43.458099,gpt-4o,1.0,24.901557207107544,,,,,
chart_042_complex_scatter_brightness_shift_medium,chart_042_complex_scatter_brightness,False,shift,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,complete,6.0,2025-07-29T22:28:49.977905,gpt-4o,1.0,22.439080238342285,,,,,
chart_042_complex_scatter_gaussian_blur_medium,chart_042_complex_scatter_gaussian,False,blur,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,complete,6.0,2025-07-29T22:04:04.466480,gpt-4o,1.0,6.619112491607666,,,,,
chart_042_complex_scatter_grayscale_conversion_medium,chart_042_complex_scatter_grayscale,False,conversion,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,high,complete,6.0,2025-07-30T10:50:20.454357,gpt-4o,1.0,10.214832544326782,,,,,
chart_042_complex_scatter_legend_corruption_medium,chart_042_complex_scatter_legend,False,corruption,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,high,complete,6.0,2025-07-29T22:53:32.965624,gpt-4o,1.0,7.671494007110596,,,,,
chart_042_complex_scatter_random_blocks_medium,chart_042_complex_scatter_random,False,blocks,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,partial,4.0,2025-07-30T00:43:36.524266,gpt-4o,1.0,6.167820692062378,,,,,
chart_042_complex_scatter_rotation_medium,chart_042_complex_scatter,False,rotation,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,high,complete,6.0,2025-07-30T00:59:38.577406,gpt-4o,1.0,9.236283540725708,,,,,
chart_043_medium_line_brightness_shift_medium,chart_043_medium_line_brightness,False,shift,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,complete,7.0,2025-07-29T21:55:02.782876,gpt-4o,1.0,8.98598837852478,,,,,
chart_043_medium_line_gaussian_blur_medium,chart_043_medium_line_gaussian,False,blur,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,complete,7.0,2025-07-29T23:35:33.823574,gpt-4o,1.0,9.949706792831421,,,,,
chart_043_medium_line_grayscale_conversion_medium,chart_043_medium_line_grayscale,False,conversion,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,partial,7.0,2025-07-30T10:50:28.779249,gpt-4o,1.0,7.319327354431152,,,,,
chart_043_medium_line_legend_corruption_medium,chart_043_medium_line_legend,False,corruption,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,partial,6.0,2025-07-29T21:16:54.873680,gpt-4o,1.0,6.786266326904297,,,,,
chart_043_medium_line_random_blocks_medium,chart_043_medium_line_random,False,blocks,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,partial,7.0,2025-07-29T22:19:49.831869,gpt-4o,1.0,7.72660231590271,,,,,
chart_043_medium_line_rotation_medium,chart_043_medium_line,False,rotation,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),line,medium,partial,7.0,2025-07-29T21:21:29.842063,gpt-4o,1.0,8.73122501373291,,,,,
chart_044_complex_scatter_brightness_shift_medium,chart_044_complex_scatter_brightness,False,shift,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,complete,4.0,2025-07-30T00:45:30.291446,gpt-4o,1.0,8.74118685722351,,,,,
chart_044_complex_scatter_gaussian_blur_medium,chart_044_complex_scatter_gaussian,False,blur,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,complete,8.0,2025-07-29T23:24:01.614431,gpt-4o,1.0,13.527812242507935,,,,,
chart_044_complex_scatter_grayscale_conversion_medium,chart_044_complex_scatter_grayscale,False,conversion,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,complete,4.0,2025-07-30T10:50:37.894850,gpt-4o,1.0,8.07894253730774,,,,,
chart_044_complex_scatter_legend_corruption_medium,chart_044_complex_scatter_legend,False,corruption,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business A),scatter,high,complete,4.0,2025-07-29T22:51:16.543791,gpt-4o,1.0,9.093750238418579,,,,,
chart_044_complex_scatter_random_blocks_medium,chart_044_complex_scatter_random,False,blocks,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,partial,4.0,2025-07-30T00:54:26.153546,gpt-4o,1.0,11.6918363571167,,,,,
chart_044_complex_scatter_rotation_medium,chart_044_complex_scatter,False,rotation,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),scatter,medium,partial,4.0,2025-07-29T23:37:36.190589,gpt-4o,1.0,8.926155805587769,,,,,
chart_045_medium_area_brightness_shift_medium,chart_045_medium_area_brightness,False,shift,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),line,high,complete,10.0,2025-07-29T21:10:27.269305,gpt-4o,1.0,10.120824098587036,,,,,
chart_045_medium_area_gaussian_blur_medium,chart_045_medium_area_gaussian,False,blur,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),line,high,complete,12.0,2025-07-29T22:02:20.190622,gpt-4o,1.0,9.847800731658936,,,,,
chart_045_medium_area_grayscale_conversion_medium,chart_045_medium_area_grayscale,False,conversion,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),line,high,complete,8.0,2025-07-30T10:50:48.467966,gpt-4o,1.0,9.566107273101807,,,,,
chart_045_medium_area_legend_corruption_medium,chart_045_medium_area_legend,False,corruption,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),line,medium,partial,10.0,2025-07-29T21:17:40.569977,gpt-4o,1.0,6.891506910324097,,,,,
chart_045_medium_area_random_blocks_medium,chart_045_medium_area_random,False,blocks,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),line,low,partial,8.0,2025-07-29T23:18:27.129262,gpt-4o,2.0,11.027672529220581,,,,,
chart_045_medium_area_rotation_medium,chart_045_medium_area,False,rotation,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),line,high,complete,10.0,2025-07-29T23:48:13.531879,gpt-4o,1.0,14.151273488998413,,,,,
chart_046_medium_line_brightness_shift_medium,chart_046_medium_line_brightness,False,shift,medium,success,True,False,True,phase2,Regional Sales Comparison - (Business Analytics),line,medium,complete,8.0,2025-07-29T23:32:09.329276,gpt-4o,1.0,7.390198230743408,,,,,
chart_046_medium_line_gaussian_blur_medium,chart_046_medium_line_gaussian,False,blur,medium,success,True,False,True,phase2,Regional Sales Comparison - (Business Analytics),line,high,complete,16.0,2025-07-29T22:18:18.651560,gpt-4o,1.0,11.497675657272339,,,,,
chart_046_medium_line_grayscale_conversion_medium,chart_046_medium_line_grayscale,False,conversion,medium,success,True,False,True,phase2,Regional Sales Comparison - (Business Analytics),line,medium,complete,8.0,2025-07-30T10:50:58.372739,gpt-4o,1.0,8.898242235183716,,,,,
chart_046_medium_line_legend_corruption_medium,chart_046_medium_line_legend,False,corruption,medium,success,True,False,True,phase2,Regional Sales Comparison - (Business Analytics),line,medium,complete,8.0,2025-07-30T00:23:52.575152,gpt-4o,1.0,8.11207389831543,,,,,
chart_046_medium_line_random_blocks_medium,chart_046_medium_line_random,False,blocks,medium,success,True,False,True,phase2,Regional Sales Comparison - (Business Analytics),line,medium,partial,8.0,2025-07-30T00:21:54.095603,gpt-4o,2.0,14.253625869750977,,,,,
chart_046_medium_line_rotation_medium,chart_046_medium_line,False,rotation,medium,success,True,False,True,phase2,Regional Sales Comparison - (Business Analytics),line,high,complete,8.0,2025-07-29T23:20:47.442076,gpt-4o,1.0,10.33916187286377,,,,,
chart_047_medium_bar_brightness_shift_medium,chart_047_medium_bar_brightness,False,shift,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),grouped_bar,high,complete,24.0,2025-07-29T23:53:40.085822,gpt-4o,1.0,15.481862783432007,,,,,
chart_047_medium_bar_gaussian_blur_medium,chart_047_medium_bar_gaussian,False,blur,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),grouped_bar,medium,complete,24.0,2025-07-29T20:57:27.738181,gpt-4o,1.0,19.746994733810425,,,,,
chart_047_medium_bar_grayscale_conversion_medium,chart_047_medium_bar_grayscale,False,conversion,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),grouped_bar,medium,complete,24.0,2025-07-30T10:51:16.292535,gpt-4o,1.0,16.912105560302734,,,,,
chart_047_medium_bar_legend_corruption_medium,chart_047_medium_bar_legend,False,corruption,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),grouped_bar,high,complete,16.0,2025-07-29T22:50:07.399058,gpt-4o,1.0,8.770213603973389,,,,,
chart_047_medium_bar_random_blocks_medium,chart_047_medium_bar_random,False,blocks,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),grouped_bar,low,incomplete,0.0,2025-07-30T00:22:00.238427,gpt-4o,1.0,5.13909125328064,,,,,
chart_047_medium_bar_rotation_medium,chart_047_medium_bar,False,rotation,medium,success,True,False,True,phase2,Market Share Analysis - (Business Analytics),grouped_bar,medium,complete,24.0,2025-07-29T21:13:34.135904,gpt-4o,1.0,15.70654034614563,,,,,
chart_048_medium_pie_brightness_shift_medium,chart_048_medium_pie_brightness,False,shift,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),pie,high,complete,9.0,2025-07-29T21:11:26.907499,gpt-4o,1.0,7.79171895980835,,,,,
chart_048_medium_pie_gaussian_blur_medium,chart_048_medium_pie_gaussian,False,blur,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),pie,high,complete,9.0,2025-07-29T23:38:16.536555,gpt-4o,1.0,9.232150316238403,,,,,
chart_048_medium_pie_grayscale_conversion_medium,chart_048_medium_pie_grayscale,False,conversion,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),pie,high,complete,9.0,2025-07-30T10:51:27.807991,gpt-4o,1.0,10.47763967514038,,,,,
chart_048_medium_pie_legend_corruption_medium,chart_048_medium_pie_legend,False,corruption,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),pie,high,complete,9.0,2025-07-29T23:06:48.409283,gpt-4o,1.0,11.958646774291992,,,,,
chart_048_medium_pie_random_blocks_medium,chart_048_medium_pie_random,False,blocks,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - Business Analytics,pie,high,complete,9.0,2025-07-29T21:22:03.889684,gpt-4o,1.0,7.875335454940796,,,,,
chart_048_medium_pie_rotation_medium,chart_048_medium_pie,False,rotation,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),pie,high,complete,9.0,2025-07-29T22:04:28.333651,gpt-4o,1.0,11.087874412536621,,,,,
chart_049_medium_bar_brightness_shift_medium,chart_049_medium_bar_brightness,False,shift,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,8.0,2025-07-30T01:09:06.383470,gpt-4o,1.0,9.85119104385376,,,,,
chart_049_medium_bar_gaussian_blur_medium,chart_049_medium_bar_gaussian,False,blur,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,8.0,2025-07-29T21:04:12.453836,gpt-4o,1.0,9.44037127494812,,,,,
chart_049_medium_bar_grayscale_conversion_medium,chart_049_medium_bar_grayscale,False,conversion,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,8.0,2025-07-30T10:51:37.436349,gpt-4o,1.0,8.620377540588379,,,,,
chart_049_medium_bar_legend_corruption_medium,chart_049_medium_bar_legend,False,corruption,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,medium,partial,15.0,2025-07-30T00:29:17.693425,gpt-4o,1.0,12.308269262313843,,,,,
chart_049_medium_bar_random_blocks_medium,chart_049_medium_bar_random,False,blocks,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,medium,partial,8.0,2025-07-29T22:55:56.064836,gpt-4o,2.0,15.223881483078003,,,,,
chart_049_medium_bar_rotation_medium,chart_049_medium_bar,False,rotation,medium,success,True,False,True,phase2,Quarterly Performance Dashboard - (Business Analytics),grouped_bar,high,complete,8.0,2025-07-30T00:58:58.537481,gpt-4o,1.0,9.338412523269653,,,,,
chart_050_complex_bar_brightness_shift_medium,chart_050_complex_bar_brightness,False,shift,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),grouped_bar,high,complete,33.0,2025-07-29T22:31:37.567307,gpt-4o,1.0,20.194974184036255,,,,,
chart_050_complex_bar_gaussian_blur_medium,chart_050_complex_bar_gaussian,False,blur,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),grouped_bar,high,complete,33.0,2025-07-29T20:58:53.036762,gpt-4o,1.0,27.18288278579712,,,,,
chart_050_complex_bar_grayscale_conversion_medium,chart_050_complex_bar_grayscale,False,conversion,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),grouped_bar,high,complete,33.0,2025-07-30T10:52:37.192785,gpt-4o,1.0,58.749268770217896,,,,,
chart_050_complex_bar_legend_corruption_medium,chart_050_complex_bar_legend,False,corruption,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),grouped_bar,high,complete,30.0,2025-07-29T22:43:32.149430,gpt-4o,1.0,18.864123821258545,,,,,
chart_050_complex_bar_random_blocks_medium,chart_050_complex_bar_random,False,blocks,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - Business Analytics,grouped_bar,high,complete,27.0,2025-07-29T23:14:41.681907,gpt-4o,2.0,27.337005138397217,,,,,
chart_050_complex_bar_rotation_medium,chart_050_complex_bar,False,rotation,medium,success,True,False,True,phase2,Customer Satisfaction Metrics - (Business Analytics),grouped_bar,high,complete,11.0,2025-07-29T23:49:49.172099,gpt-4o,1.0,9.541426420211792,,,,,
chart_051_medium_line_brightness_shift_medium,chart_051_medium_line_brightness,False,shift,medium,success,True,False,True,phase2,Treatment Efficacy Analysis - (Scientific Research),line,high,complete,12.0,2025-07-30T00:52:58.498218,gpt-4o,1.0,14.561410665512085,,,,,
chart_051_medium_line_gaussian_blur_medium,chart_051_medium_line_gaussian,False,blur,medium,success,True,False,True,phase2,Treatment Efficacy Analysis - (Scientific Research),line,medium,complete,12.0,2025-07-29T23:08:13.767229,gpt-4o,1.0,10.308817386627197,,,,,
chart_051_medium_line_grayscale_conversion_medium,chart_051_medium_line_grayscale,False,conversion,medium,success,True,False,True,phase2,Treatment Efficacy Analysis - (Scientific Research),line,medium,complete,6.0,2025-07-30T10:52:45.279569,gpt-4o,1.0,7.078059196472168,,,,,
chart_051_medium_line_legend_corruption_medium,chart_051_medium_line_legend,False,corruption,medium,success,True,False,True,phase2,Treatment Efficacy Analysis - (Scientific Research),line,medium,partial,12.0,2025-07-30T01:07:54.499108,gpt-4o,1.0,12.097175598144531,,,,,
chart_051_medium_line_random_blocks_medium,chart_051_medium_line_random,False,blocks,medium,success,True,False,True,phase2,Treatment Efficacy Analysis - (Scientific Research),line,medium,partial,6.0,2025-07-29T23:42:52.099171,gpt-4o,1.0,5.49632453918457,,,,,
chart_051_medium_line_rotation_medium,chart_051_medium_line,False,rotation,medium,success,True,False,True,phase2,Treatment Efficacy Analysis - (Scientific Research),line,medium,complete,6.0,2025-07-30T00:25:38.739592,gpt-4o,1.0,10.648291110992432,,,,,
chart_052_complex_bar_brightness_shift_medium,chart_052_complex_bar_brightness,False,shift,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,36.0,2025-07-30T00:31:15.252366,gpt-4o,1.0,16.503223657608032,,,,,
chart_052_complex_bar_gaussian_blur_medium,chart_052_complex_bar_gaussian,False,blur,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,39.0,2025-07-29T22:03:43.917550,gpt-4o,1.0,22.164852142333984,,,,,
chart_052_complex_bar_grayscale_conversion_medium,chart_052_complex_bar_grayscale,False,conversion,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,12.0,2025-07-30T10:52:57.479899,gpt-4o,1.0,11.193380117416382,,,,,
chart_052_complex_bar_legend_corruption_medium,chart_052_complex_bar_legend,False,corruption,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,36.0,2025-07-30T00:42:26.381144,gpt-4o,1.0,17.93865466117859,,,,,
chart_052_complex_bar_random_blocks_medium,chart_052_complex_bar_random,False,blocks,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,medium,partial,33.0,2025-07-29T23:22:32.348494,gpt-4o,1.0,21.34237813949585,,,,,
chart_052_complex_bar_rotation_medium,chart_052_complex_bar,False,rotation,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,36.0,2025-07-29T21:32:56.801623,gpt-4o,1.0,29.3589084148407,,,,,
chart_053_complex_bar_brightness_shift_medium,chart_053_complex_bar_brightness,False,shift,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,44.0,2025-07-30T00:12:01.746728,gpt-4o,1.0,23.510571479797363,,,,,
chart_053_complex_bar_gaussian_blur_medium,chart_053_complex_bar_gaussian,False,blur,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,44.0,2025-07-29T21:26:43.162080,gpt-4o,1.0,25.64909529685974,,,,,
chart_053_complex_bar_grayscale_conversion_medium,chart_053_complex_bar_grayscale,False,conversion,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,20.0,2025-07-30T10:53:18.753913,gpt-4o,1.0,20.268208980560303,,,,,
chart_053_complex_bar_legend_corruption_medium,chart_053_complex_bar_legend,False,corruption,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,44.0,2025-07-29T23:18:05.181216,gpt-4o,1.0,29.20107340812683,,,,,
chart_053_complex_bar_random_blocks_medium,chart_053_complex_bar_random,False,blocks,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,medium,partial,11.0,2025-07-29T21:33:18.037890,gpt-4o,1.0,12.769006490707397,,,,,
chart_053_complex_bar_rotation_medium,chart_053_complex_bar,False,rotation,medium,success,True,False,True,phase2,Experimental Results Comparison - (Scientific Research),grouped_bar,high,complete,44.0,2025-07-29T22:58:33.593297,gpt-4o,1.0,28.672829627990723,,,,,
chart_054_advanced_bar_brightness_shift_medium,chart_054_advanced_bar_brightness,False,shift,medium,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,partial,11.0,2025-07-29T23:43:03.565222,gpt-4o,1.0,10.462706089019775,,,,,
chart_054_advanced_bar_gaussian_blur_medium,chart_054_advanced_bar_gaussian,False,blur,medium,success,True,False,True,phase2,Sensor Measurements Overtime - (Scientific Research),grouped_bar,high,complete,11.0,2025-07-29T23:24:40.713106,gpt-4o,1.0,8.714666366577148,,,,,
