Filename,Chart ID,Complexity,Chart Type,Perturbation Type,Intensity,Has Extraction,Extraction Status,Was Evaluated
chart_058_complex_bar_motion_blur_medium,chart_058,complex,bar,motion_blur,medium,False,No extraction found,False
chart_058_complex_bar_rotation_high,chart_058,complex,bar,rotation,high,False,No extraction found,False
chart_058_complex_bar_rotation_low,chart_058,complex,bar,rotation,low,False,No extraction found,False
chart_058_complex_bar_rotation_medium,chart_058,complex,bar,rotation,medium,False,No extraction found,False
chart_058_complex_bar_salt_pepper_noise_medium,chart_058,complex,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_058_complex_bar_scaling_medium,chart_058,complex,bar,scaling,medium,False,No extraction found,False
chart_058_complex_bar_text_overlay_medium,chart_058,complex,bar,text_overlay,medium,False,No extraction found,False
chart_059_advanced_bar_axis_degradation_medium,chart_059,advanced,bar,axis_degradation,medium,False,No extraction found,False
chart_059_advanced_bar_contrast_change_medium,chart_059,advanced,bar,contrast_change,medium,False,No extraction found,False
chart_059_advanced_bar_gaussian_blur_medium,chart_059,advanced,bar,gaussian_blur,medium,False,No extraction found,False
chart_059_advanced_bar_grayscale_conversion_medium,chart_059,advanced,bar,grayscale_conversion,medium,False,No extraction found,False
chart_059_advanced_bar_legend_corruption_medium,chart_059,advanced,bar,legend_corruption,medium,False,No extraction found,False
chart_059_advanced_bar_motion_blur_medium,chart_059,advanced,bar,motion_blur,medium,False,No extraction found,False
chart_059_advanced_bar_rotation_medium,chart_059,advanced,bar,rotation,medium,False,No extraction found,False
chart_059_advanced_bar_salt_pepper_noise_medium,chart_059,advanced,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_059_advanced_bar_scaling_medium,chart_059,advanced,bar,scaling,medium,False,No extraction found,False
chart_059_advanced_bar_text_overlay_medium,chart_059,advanced,bar,text_overlay,medium,False,No extraction found,False
chart_061_complex_bar_brightness_shift_medium,chart_061,complex,bar,brightness_shift,medium,False,No extraction found,False
chart_061_complex_bar_grayscale_conversion_medium,chart_061,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_061_complex_bar_random_blocks_medium,chart_061,complex,bar,random_blocks,medium,False,No extraction found,False
chart_062_advanced_line_axis_degradation_medium,chart_062,advanced,line,axis_degradation,medium,False,No extraction found,False
chart_062_advanced_line_contrast_change_medium,chart_062,advanced,line,contrast_change,medium,False,No extraction found,False
chart_062_advanced_line_grayscale_conversion_medium,chart_062,advanced,line,grayscale_conversion,medium,False,No extraction found,False
chart_062_advanced_line_motion_blur_medium,chart_062,advanced,line,motion_blur,medium,False,No extraction found,False
chart_062_advanced_line_random_blocks_medium,chart_062,advanced,line,random_blocks,medium,False,No extraction found,False
chart_062_advanced_line_rotation_medium,chart_062,advanced,line,rotation,medium,False,No extraction found,False
chart_062_advanced_line_salt_pepper_noise_medium,chart_062,advanced,line,salt_pepper_noise,medium,False,No extraction found,False
chart_062_advanced_line_scaling_medium,chart_062,advanced,line,scaling,medium,False,No extraction found,False
chart_062_advanced_line_text_overlay_medium,chart_062,advanced,line,text_overlay,medium,False,No extraction found,False
chart_063_medium_line_axis_degradation_medium,chart_063,medium,line,axis_degradation,medium,False,No extraction found,False
chart_063_medium_line_brightness_shift_medium,chart_063,medium,line,brightness_shift,medium,False,No extraction found,False
chart_063_medium_line_contrast_change_medium,chart_063,medium,line,contrast_change,medium,False,No extraction found,False
chart_063_medium_line_grayscale_conversion_medium,chart_063,medium,line,grayscale_conversion,medium,False,No extraction found,False
chart_063_medium_line_motion_blur_medium,chart_063,medium,line,motion_blur,medium,False,No extraction found,False
chart_063_medium_line_random_blocks_medium,chart_063,medium,line,random_blocks,medium,False,No extraction found,False
chart_063_medium_line_rotation_medium,chart_063,medium,line,rotation,medium,False,No extraction found,False
chart_063_medium_line_salt_pepper_noise_medium,chart_063,medium,line,salt_pepper_noise,medium,False,No extraction found,False
chart_063_medium_line_scaling_medium,chart_063,medium,line,scaling,medium,False,No extraction found,False
chart_063_medium_line_text_overlay_medium,chart_063,medium,line,text_overlay,medium,False,No extraction found,False
chart_064_complex_pie_axis_degradation_medium,chart_064,complex,pie,axis_degradation,medium,False,No extraction found,False
chart_064_complex_pie_brightness_shift_medium,chart_064,complex,pie,brightness_shift,medium,False,No extraction found,False
chart_064_complex_pie_contrast_change_medium,chart_064,complex,pie,contrast_change,medium,False,No extraction found,False
chart_064_complex_pie_gaussian_blur_medium,chart_064,complex,pie,gaussian_blur,medium,False,No extraction found,False
chart_064_complex_pie_grayscale_conversion_medium,chart_064,complex,pie,grayscale_conversion,medium,False,No extraction found,False
chart_064_complex_pie_motion_blur_medium,chart_064,complex,pie,motion_blur,medium,False,No extraction found,False
chart_064_complex_pie_rotation_medium,chart_064,complex,pie,rotation,medium,False,No extraction found,False
chart_064_complex_pie_salt_pepper_noise_medium,chart_064,complex,pie,salt_pepper_noise,medium,False,No extraction found,False
chart_064_complex_pie_scaling_medium,chart_064,complex,pie,scaling,medium,False,No extraction found,False
chart_064_complex_pie_text_overlay_medium,chart_064,complex,pie,text_overlay,medium,False,No extraction found,False
chart_066_advanced_bar_grayscale_conversion_medium,chart_066,advanced,bar,grayscale_conversion,medium,False,No extraction found,False
chart_066_advanced_bar_legend_corruption_medium,chart_066,advanced,bar,legend_corruption,medium,False,No extraction found,False
chart_066_advanced_bar_rotation_medium,chart_066,advanced,bar,rotation,medium,False,No extraction found,False
chart_067_advanced_scatter_axis_degradation_medium,chart_067,advanced,scatter,axis_degradation,medium,False,No extraction found,False
chart_067_advanced_scatter_contrast_change_medium,chart_067,advanced,scatter,contrast_change,medium,False,No extraction found,False
chart_067_advanced_scatter_grayscale_conversion_medium,chart_067,advanced,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_067_advanced_scatter_legend_corruption_medium,chart_067,advanced,scatter,legend_corruption,medium,False,No extraction found,False
chart_067_advanced_scatter_motion_blur_medium,chart_067,advanced,scatter,motion_blur,medium,False,No extraction found,False
chart_067_advanced_scatter_salt_pepper_noise_medium,chart_067,advanced,scatter,salt_pepper_noise,medium,False,No extraction found,False
chart_067_advanced_scatter_scaling_medium,chart_067,advanced,scatter,scaling,medium,False,No extraction found,False
chart_067_advanced_scatter_text_overlay_medium,chart_067,advanced,scatter,text_overlay,medium,False,No extraction found,False
chart_070_medium_bar_brightness_shift_medium,chart_070,medium,bar,brightness_shift,medium,False,No extraction found,False
chart_070_medium_bar_grayscale_conversion_medium,chart_070,medium,bar,grayscale_conversion,medium,False,No extraction found,False
chart_070_medium_bar_legend_corruption_medium,chart_070,medium,bar,legend_corruption,medium,False,No extraction found,False
chart_071_advanced_bar_axis_degradation_medium,chart_071,advanced,bar,axis_degradation,medium,False,No extraction found,False
chart_071_advanced_bar_brightness_shift_medium,chart_071,advanced,bar,brightness_shift,medium,False,No extraction found,False
chart_071_advanced_bar_contrast_change_medium,chart_071,advanced,bar,contrast_change,medium,False,No extraction found,False
chart_071_advanced_bar_grayscale_conversion_medium,chart_071,advanced,bar,grayscale_conversion,medium,False,No extraction found,False
chart_071_advanced_bar_legend_corruption_medium,chart_071,advanced,bar,legend_corruption,medium,False,No extraction found,False
chart_071_advanced_bar_motion_blur_medium,chart_071,advanced,bar,motion_blur,medium,False,No extraction found,False
chart_071_advanced_bar_random_blocks_medium,chart_071,advanced,bar,random_blocks,medium,False,No extraction found,False
chart_071_advanced_bar_rotation_medium,chart_071,advanced,bar,rotation,medium,False,No extraction found,False
chart_071_advanced_bar_salt_pepper_noise_medium,chart_071,advanced,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_071_advanced_bar_scaling_medium,chart_071,advanced,bar,scaling,medium,False,No extraction found,False
chart_071_advanced_bar_text_overlay_medium,chart_071,advanced,bar,text_overlay,medium,False,No extraction found,False
chart_072_advanced_line_brightness_shift_medium,chart_072,advanced,line,brightness_shift,medium,False,No extraction found,False
chart_072_advanced_line_grayscale_conversion_medium,chart_072,advanced,line,grayscale_conversion,medium,False,No extraction found,False
chart_073_medium_area_brightness_shift_medium,chart_073,medium,area,brightness_shift,medium,False,No extraction found,False
chart_073_medium_area_gaussian_blur_medium,chart_073,medium,area,gaussian_blur,medium,False,No extraction found,False
chart_073_medium_area_grayscale_conversion_medium,chart_073,medium,area,grayscale_conversion,medium,False,No extraction found,False
chart_074_complex_bar_axis_degradation_medium,chart_074,complex,bar,axis_degradation,medium,False,No extraction found,False
chart_074_complex_bar_contrast_change_medium,chart_074,complex,bar,contrast_change,medium,False,No extraction found,False
chart_074_complex_bar_grayscale_conversion_medium,chart_074,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_074_complex_bar_legend_corruption_medium,chart_074,complex,bar,legend_corruption,medium,False,No extraction found,False
chart_074_complex_bar_motion_blur_medium,chart_074,complex,bar,motion_blur,medium,False,No extraction found,False
chart_074_complex_bar_salt_pepper_noise_medium,chart_074,complex,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_074_complex_bar_scaling_medium,chart_074,complex,bar,scaling,medium,False,No extraction found,False
chart_074_complex_bar_text_overlay_medium,chart_074,complex,bar,text_overlay,medium,False,No extraction found,False
chart_075_medium_line_brightness_shift_medium,chart_075,medium,line,brightness_shift,medium,False,No extraction found,False
chart_075_medium_line_gaussian_blur_medium,chart_075,medium,line,gaussian_blur,medium,False,No extraction found,False
chart_075_medium_line_grayscale_conversion_medium,chart_075,medium,line,grayscale_conversion,medium,False,No extraction found,False
chart_075_medium_line_legend_corruption_medium,chart_075,medium,line,legend_corruption,medium,False,No extraction found,False
chart_075_medium_line_random_blocks_medium,chart_075,medium,line,random_blocks,medium,False,No extraction found,False
chart_075_medium_line_rotation_medium,chart_075,medium,line,rotation,medium,False,No extraction found,False
chart_076_medium_area_axis_degradation_medium,chart_076,medium,area,axis_degradation,medium,False,No extraction found,False
chart_076_medium_area_contrast_change_medium,chart_076,medium,area,contrast_change,medium,False,No extraction found,False
chart_076_medium_area_gaussian_blur_medium,chart_076,medium,area,gaussian_blur,medium,False,No extraction found,False
chart_076_medium_area_grayscale_conversion_medium,chart_076,medium,area,grayscale_conversion,medium,False,No extraction found,False
chart_076_medium_area_legend_corruption_medium,chart_076,medium,area,legend_corruption,medium,False,No extraction found,False
chart_076_medium_area_motion_blur_medium,chart_076,medium,area,motion_blur,medium,False,No extraction found,False
chart_076_medium_area_rotation_medium,chart_076,medium,area,rotation,medium,False,No extraction found,False
chart_076_medium_area_salt_pepper_noise_medium,chart_076,medium,area,salt_pepper_noise,medium,False,No extraction found,False
chart_076_medium_area_scaling_medium,chart_076,medium,area,scaling,medium,False,No extraction found,False
chart_076_medium_area_text_overlay_medium,chart_076,medium,area,text_overlay,medium,False,No extraction found,False
chart_077_complex_area_axis_degradation_medium,chart_077,complex,area,axis_degradation,medium,False,No extraction found,False
chart_077_complex_area_brightness_shift_medium,chart_077,complex,area,brightness_shift,medium,False,No extraction found,False
chart_077_complex_area_contrast_change_medium,chart_077,complex,area,contrast_change,medium,False,No extraction found,False
chart_077_complex_area_gaussian_blur_medium,chart_077,complex,area,gaussian_blur,medium,False,No extraction found,False
chart_077_complex_area_grayscale_conversion_medium,chart_077,complex,area,grayscale_conversion,medium,False,No extraction found,False
chart_077_complex_area_motion_blur_medium,chart_077,complex,area,motion_blur,medium,False,No extraction found,False
chart_077_complex_area_salt_pepper_noise_medium,chart_077,complex,area,salt_pepper_noise,medium,False,No extraction found,False
chart_077_complex_area_scaling_medium,chart_077,complex,area,scaling,medium,False,No extraction found,False
chart_077_complex_area_text_overlay_medium,chart_077,complex,area,text_overlay,medium,False,No extraction found,False
chart_078_complex_bar_axis_degradation_medium,chart_078,complex,bar,axis_degradation,medium,False,No extraction found,False
chart_078_complex_bar_brightness_shift_medium,chart_078,complex,bar,brightness_shift,medium,False,No extraction found,False
chart_078_complex_bar_contrast_change_medium,chart_078,complex,bar,contrast_change,medium,False,No extraction found,False
chart_078_complex_bar_gaussian_blur_medium,chart_078,complex,bar,gaussian_blur,medium,False,No extraction found,False
chart_078_complex_bar_grayscale_conversion_medium,chart_078,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_078_complex_bar_motion_blur_medium,chart_078,complex,bar,motion_blur,medium,False,No extraction found,False
chart_078_complex_bar_random_blocks_medium,chart_078,complex,bar,random_blocks,medium,False,No extraction found,False
chart_078_complex_bar_salt_pepper_noise_medium,chart_078,complex,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_078_complex_bar_scaling_medium,chart_078,complex,bar,scaling,medium,False,No extraction found,False
chart_078_complex_bar_text_overlay_medium,chart_078,complex,bar,text_overlay,medium,False,No extraction found,False
chart_079_complex_bar_brightness_shift_medium,chart_079,complex,bar,brightness_shift,medium,False,No extraction found,False
chart_079_complex_bar_gaussian_blur_medium,chart_079,complex,bar,gaussian_blur,medium,False,No extraction found,False
chart_079_complex_bar_grayscale_conversion_medium,chart_079,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_079_complex_bar_random_blocks_medium,chart_079,complex,bar,random_blocks,medium,False,No extraction found,False
chart_080_medium_pie_brightness_shift_medium,chart_080,medium,pie,brightness_shift,medium,False,No extraction found,False
chart_080_medium_pie_gaussian_blur_medium,chart_080,medium,pie,gaussian_blur,medium,False,No extraction found,False
chart_080_medium_pie_grayscale_conversion_medium,chart_080,medium,pie,grayscale_conversion,medium,False,No extraction found,False
chart_081_complex_scatter_brightness_shift_medium,chart_081,complex,scatter,brightness_shift,medium,False,No extraction found,False
chart_081_complex_scatter_grayscale_conversion_medium,chart_081,complex,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_081_complex_scatter_legend_corruption_medium,chart_081,complex,scatter,legend_corruption,medium,False,No extraction found,False
chart_081_complex_scatter_random_blocks_medium,chart_081,complex,scatter,random_blocks,medium,False,No extraction found,False
chart_082_complex_line_axis_degradation_medium,chart_082,complex,line,axis_degradation,medium,False,No extraction found,False
chart_082_complex_line_contrast_change_medium,chart_082,complex,line,contrast_change,medium,False,No extraction found,False
chart_082_complex_line_gaussian_blur_medium,chart_082,complex,line,gaussian_blur,medium,False,No extraction found,False
chart_082_complex_line_grayscale_conversion_medium,chart_082,complex,line,grayscale_conversion,medium,False,No extraction found,False
chart_082_complex_line_legend_corruption_medium,chart_082,complex,line,legend_corruption,medium,False,No extraction found,False
chart_082_complex_line_motion_blur_medium,chart_082,complex,line,motion_blur,medium,False,No extraction found,False
chart_082_complex_line_rotation_medium,chart_082,complex,line,rotation,medium,False,No extraction found,False
chart_082_complex_line_salt_pepper_noise_medium,chart_082,complex,line,salt_pepper_noise,medium,False,No extraction found,False
chart_082_complex_line_scaling_medium,chart_082,complex,line,scaling,medium,False,No extraction found,False
chart_082_complex_line_text_overlay_medium,chart_082,complex,line,text_overlay,medium,False,No extraction found,False
chart_083_complex_bar_axis_degradation_medium,chart_083,complex,bar,axis_degradation,medium,False,No extraction found,False
chart_083_complex_bar_contrast_change_medium,chart_083,complex,bar,contrast_change,medium,False,No extraction found,False
chart_083_complex_bar_grayscale_conversion_medium,chart_083,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_083_complex_bar_legend_corruption_medium,chart_083,complex,bar,legend_corruption,medium,False,No extraction found,False
chart_083_complex_bar_motion_blur_medium,chart_083,complex,bar,motion_blur,medium,False,No extraction found,False
chart_083_complex_bar_rotation_medium,chart_083,complex,bar,rotation,medium,False,No extraction found,False
chart_083_complex_bar_salt_pepper_noise_medium,chart_083,complex,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_083_complex_bar_scaling_medium,chart_083,complex,bar,scaling,medium,False,No extraction found,False
chart_083_complex_bar_text_overlay_medium,chart_083,complex,bar,text_overlay,medium,False,No extraction found,False
chart_087_complex_scatter_axis_degradation_medium,chart_087,complex,scatter,axis_degradation,medium,False,No extraction found,False
chart_087_complex_scatter_contrast_change_medium,chart_087,complex,scatter,contrast_change,medium,False,No extraction found,False
chart_087_complex_scatter_grayscale_conversion_medium,chart_087,complex,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_087_complex_scatter_motion_blur_medium,chart_087,complex,scatter,motion_blur,medium,False,No extraction found,False
chart_087_complex_scatter_random_blocks_medium,chart_087,complex,scatter,random_blocks,medium,False,No extraction found,False
chart_087_complex_scatter_rotation_medium,chart_087,complex,scatter,rotation,medium,False,No extraction found,False
chart_087_complex_scatter_salt_pepper_noise_medium,chart_087,complex,scatter,salt_pepper_noise,medium,False,No extraction found,False
chart_087_complex_scatter_scaling_medium,chart_087,complex,scatter,scaling,medium,False,No extraction found,False
chart_087_complex_scatter_text_overlay_medium,chart_087,complex,scatter,text_overlay,medium,False,No extraction found,False
chart_088_complex_bar_brightness_shift_medium,chart_088,complex,bar,brightness_shift,medium,False,No extraction found,False
chart_088_complex_bar_grayscale_conversion_medium,chart_088,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_090_complex_area_grayscale_conversion_medium,chart_090,complex,area,grayscale_conversion,medium,False,No extraction found,False
chart_090_complex_area_legend_corruption_medium,chart_090,complex,area,legend_corruption,medium,False,No extraction found,False
chart_090_complex_area_random_blocks_medium,chart_090,complex,area,random_blocks,medium,False,No extraction found,False
chart_090_complex_area_rotation_medium,chart_090,complex,area,rotation,medium,False,No extraction found,False
chart_091_advanced_pie_gaussian_blur_medium,chart_091,advanced,pie,gaussian_blur,medium,False,No extraction found,False
chart_091_advanced_pie_grayscale_conversion_medium,chart_091,advanced,pie,grayscale_conversion,medium,False,No extraction found,False
chart_091_advanced_pie_legend_corruption_medium,chart_091,advanced,pie,legend_corruption,medium,False,No extraction found,False
chart_091_advanced_pie_random_blocks_medium,chart_091,advanced,pie,random_blocks,medium,False,No extraction found,False
chart_091_advanced_pie_rotation_medium,chart_091,advanced,pie,rotation,medium,False,No extraction found,False
chart_092_advanced_scatter_grayscale_conversion_medium,chart_092,advanced,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_092_advanced_scatter_random_blocks_medium,chart_092,advanced,scatter,random_blocks,medium,False,No extraction found,False
chart_093_complex_area_axis_degradation_medium,chart_093,complex,area,axis_degradation,medium,False,No extraction found,False
chart_093_complex_area_contrast_change_medium,chart_093,complex,area,contrast_change,medium,False,No extraction found,False
chart_093_complex_area_grayscale_conversion_medium,chart_093,complex,area,grayscale_conversion,medium,False,No extraction found,False
chart_093_complex_area_motion_blur_medium,chart_093,complex,area,motion_blur,medium,False,No extraction found,False
chart_093_complex_area_rotation_medium,chart_093,complex,area,rotation,medium,False,No extraction found,False
chart_093_complex_area_salt_pepper_noise_medium,chart_093,complex,area,salt_pepper_noise,medium,False,No extraction found,False
chart_093_complex_area_scaling_medium,chart_093,complex,area,scaling,medium,False,No extraction found,False
chart_093_complex_area_text_overlay_medium,chart_093,complex,area,text_overlay,medium,False,No extraction found,False
chart_094_complex_scatter_brightness_shift_medium,chart_094,complex,scatter,brightness_shift,medium,False,No extraction found,False
chart_094_complex_scatter_grayscale_conversion_medium,chart_094,complex,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_094_complex_scatter_legend_corruption_medium,chart_094,complex,scatter,legend_corruption,medium,False,No extraction found,False
chart_094_complex_scatter_rotation_medium,chart_094,complex,scatter,rotation,medium,False,No extraction found,False
chart_096_medium_bar_grayscale_conversion_medium,chart_096,medium,bar,grayscale_conversion,medium,False,No extraction found,False
chart_096_medium_bar_random_blocks_medium,chart_096,medium,bar,random_blocks,medium,False,No extraction found,False
chart_097_medium_line_brightness_shift_medium,chart_097,medium,line,brightness_shift,medium,False,No extraction found,False
chart_097_medium_line_gaussian_blur_medium,chart_097,medium,line,gaussian_blur,medium,False,No extraction found,False
chart_097_medium_line_grayscale_conversion_medium,chart_097,medium,line,grayscale_conversion,medium,False,No extraction found,False
chart_097_medium_line_random_blocks_medium,chart_097,medium,line,random_blocks,medium,False,No extraction found,False
chart_097_medium_line_rotation_medium,chart_097,medium,line,rotation,medium,False,No extraction found,False
chart_098_complex_bar_axis_degradation_medium,chart_098,complex,bar,axis_degradation,medium,False,No extraction found,False
chart_098_complex_bar_brightness_shift_medium,chart_098,complex,bar,brightness_shift,medium,False,No extraction found,False
chart_098_complex_bar_contrast_change_medium,chart_098,complex,bar,contrast_change,medium,False,No extraction found,False
chart_098_complex_bar_grayscale_conversion_medium,chart_098,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_098_complex_bar_motion_blur_medium,chart_098,complex,bar,motion_blur,medium,False,No extraction found,False
chart_098_complex_bar_random_blocks_medium,chart_098,complex,bar,random_blocks,medium,False,No extraction found,False
chart_098_complex_bar_salt_pepper_noise_medium,chart_098,complex,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_098_complex_bar_scaling_medium,chart_098,complex,bar,scaling,medium,False,No extraction found,False
chart_098_complex_bar_text_overlay_medium,chart_098,complex,bar,text_overlay,medium,False,No extraction found,False
chart_099_medium_line_grayscale_conversion_medium,chart_099,medium,line,grayscale_conversion,medium,False,No extraction found,False
chart_099_medium_line_rotation_medium,chart_099,medium,line,rotation,medium,False,No extraction found,False
chart_100_complex_area_gaussian_blur_medium,chart_100,complex,area,gaussian_blur,medium,False,No extraction found,False
chart_100_complex_area_grayscale_conversion_medium,chart_100,complex,area,grayscale_conversion,medium,False,No extraction found,False
chart_100_complex_area_legend_corruption_medium,chart_100,complex,area,legend_corruption,medium,False,No extraction found,False
chart_100_complex_area_rotation_medium,chart_100,complex,area,rotation,medium,False,No extraction found,False
chart_101_complex_pie_grayscale_conversion_medium,chart_101,complex,pie,grayscale_conversion,medium,False,No extraction found,False
chart_101_complex_pie_legend_corruption_medium,chart_101,complex,pie,legend_corruption,medium,False,No extraction found,False
chart_101_complex_pie_random_blocks_medium,chart_101,complex,pie,random_blocks,medium,False,No extraction found,False
chart_101_complex_pie_rotation_medium,chart_101,complex,pie,rotation,medium,False,No extraction found,False
chart_102_medium_line_axis_degradation_medium,chart_102,medium,line,axis_degradation,medium,False,No extraction found,False
chart_102_medium_line_contrast_change_medium,chart_102,medium,line,contrast_change,medium,False,No extraction found,False
chart_102_medium_line_gaussian_blur_medium,chart_102,medium,line,gaussian_blur,medium,False,No extraction found,False
chart_102_medium_line_grayscale_conversion_medium,chart_102,medium,line,grayscale_conversion,medium,False,No extraction found,False
chart_102_medium_line_motion_blur_medium,chart_102,medium,line,motion_blur,medium,False,No extraction found,False
chart_102_medium_line_random_blocks_medium,chart_102,medium,line,random_blocks,medium,False,No extraction found,False
chart_102_medium_line_salt_pepper_noise_medium,chart_102,medium,line,salt_pepper_noise,medium,False,No extraction found,False
chart_102_medium_line_scaling_medium,chart_102,medium,line,scaling,medium,False,No extraction found,False
chart_102_medium_line_text_overlay_medium,chart_102,medium,line,text_overlay,medium,False,No extraction found,False
chart_103_complex_scatter_gaussian_blur_medium,chart_103,complex,scatter,gaussian_blur,medium,False,No extraction found,False
chart_103_complex_scatter_grayscale_conversion_medium,chart_103,complex,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_103_complex_scatter_legend_corruption_medium,chart_103,complex,scatter,legend_corruption,medium,False,No extraction found,False
chart_103_complex_scatter_random_blocks_medium,chart_103,complex,scatter,random_blocks,medium,False,No extraction found,False
chart_103_complex_scatter_rotation_medium,chart_103,complex,scatter,rotation,medium,False,No extraction found,False
chart_104_advanced_line_axis_degradation_medium,chart_104,advanced,line,axis_degradation,medium,False,No extraction found,False
chart_104_advanced_line_brightness_shift_high,chart_104,advanced,line,brightness_shift,high,False,No extraction found,False
chart_104_advanced_line_brightness_shift_low,chart_104,advanced,line,brightness_shift,low,False,No extraction found,False
chart_104_advanced_line_brightness_shift_medium,chart_104,advanced,line,brightness_shift,medium,False,No extraction found,False
chart_104_advanced_line_contrast_change_medium,chart_104,advanced,line,contrast_change,medium,False,No extraction found,False
chart_104_advanced_line_grayscale_conversion_medium,chart_104,advanced,line,grayscale_conversion,medium,False,No extraction found,False
chart_104_advanced_line_motion_blur_medium,chart_104,advanced,line,motion_blur,medium,False,No extraction found,False
chart_104_advanced_line_random_blocks_medium,chart_104,advanced,line,random_blocks,medium,False,No extraction found,False
chart_104_advanced_line_salt_pepper_noise_medium,chart_104,advanced,line,salt_pepper_noise,medium,False,No extraction found,False
chart_104_advanced_line_scaling_medium,chart_104,advanced,line,scaling,medium,False,No extraction found,False
chart_104_advanced_line_text_overlay_medium,chart_104,advanced,line,text_overlay,medium,False,No extraction found,False
chart_107_medium_scatter_gaussian_blur_medium,chart_107,medium,scatter,gaussian_blur,medium,False,No extraction found,False
chart_107_medium_scatter_grayscale_conversion_medium,chart_107,medium,scatter,grayscale_conversion,medium,False,No extraction found,False
chart_107_medium_scatter_legend_corruption_medium,chart_107,medium,scatter,legend_corruption,medium,False,No extraction found,False
chart_108_medium_bar_axis_degradation_medium,chart_108,medium,bar,axis_degradation,medium,False,No extraction found,False
chart_108_medium_bar_contrast_change_medium,chart_108,medium,bar,contrast_change,medium,False,No extraction found,False
chart_108_medium_bar_grayscale_conversion_medium,chart_108,medium,bar,grayscale_conversion,medium,False,No extraction found,False
chart_108_medium_bar_motion_blur_medium,chart_108,medium,bar,motion_blur,medium,False,No extraction found,False
chart_108_medium_bar_random_blocks_medium,chart_108,medium,bar,random_blocks,medium,False,No extraction found,False
chart_108_medium_bar_salt_pepper_noise_medium,chart_108,medium,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_108_medium_bar_scaling_medium,chart_108,medium,bar,scaling,medium,False,No extraction found,False
chart_108_medium_bar_text_overlay_medium,chart_108,medium,bar,text_overlay,medium,False,No extraction found,False
chart_109_advanced_bar_axis_degradation_medium,chart_109,advanced,bar,axis_degradation,medium,False,No extraction found,False
chart_109_advanced_bar_brightness_shift_medium,chart_109,advanced,bar,brightness_shift,medium,False,No extraction found,False
chart_109_advanced_bar_contrast_change_medium,chart_109,advanced,bar,contrast_change,medium,False,No extraction found,False
chart_109_advanced_bar_grayscale_conversion_medium,chart_109,advanced,bar,grayscale_conversion,medium,False,No extraction found,False
chart_109_advanced_bar_motion_blur_medium,chart_109,advanced,bar,motion_blur,medium,False,No extraction found,False
chart_109_advanced_bar_random_blocks_medium,chart_109,advanced,bar,random_blocks,medium,False,No extraction found,False
chart_109_advanced_bar_salt_pepper_noise_medium,chart_109,advanced,bar,salt_pepper_noise,medium,False,No extraction found,False
chart_109_advanced_bar_scaling_medium,chart_109,advanced,bar,scaling,medium,False,No extraction found,False
chart_109_advanced_bar_text_overlay_medium,chart_109,advanced,bar,text_overlay,medium,False,No extraction found,False
chart_110_complex_area_gaussian_blur_medium,chart_110,complex,area,gaussian_blur,medium,False,No extraction found,False
chart_110_complex_area_grayscale_conversion_medium,chart_110,complex,area,grayscale_conversion,medium,False,No extraction found,False
chart_110_complex_area_rotation_medium,chart_110,complex,area,rotation,medium,False,No extraction found,False
chart_111_medium_line_grayscale_conversion_medium,chart_111,medium,line,grayscale_conversion,medium,False,No extraction found,False
chart_111_medium_line_legend_corruption_medium,chart_111,medium,line,legend_corruption,medium,False,No extraction found,False
chart_111_medium_line_random_blocks_medium,chart_111,medium,line,random_blocks,medium,False,No extraction found,False
chart_113_complex_bar_axis_degradation_medium,chart_113,complex,bar,axis_degradation,medium,False,No extraction found,False
chart_113_complex_bar_brightness_shift_medium,chart_113,complex,bar,brightness_shift,medium,False,No extraction found,False
chart_113_complex_bar_contrast_change_medium,chart_113,complex,bar,contrast_change,medium,False,No extraction found,False
chart_113_complex_bar_gaussian_blur_medium,chart_113,complex,bar,gaussian_blur,medium,False,No extraction found,False
chart_113_complex_bar_grayscale_conversion_medium,chart_113,complex,bar,grayscale_conversion,medium,False,No extraction found,False
chart_113_complex_bar_motion_blur_medium,chart_113,complex,bar,motion_blur,medium,False,No extraction found,False
chart_113_complex_bar_salt_pepper_noise_medium,chart_113,complex,bar,salt_pepper_noise,medium,False,No extraction found,False
