perturbation_file,original_chart_id,perturbation_type,intensity,is_extracted,confidence,data_points
chart_046_medium_line_legend_corruption_medium.png,chart_046_medium_line_legend,corruption,medium,True,medium,8
chart_046_medium_line_random_blocks_medium.png,chart_046_medium_line_random,blocks,medium,True,medium,8
chart_046_medium_line_rotation_medium.png,chart_046_medium_line,rotation,medium,True,high,8
chart_047_medium_bar_brightness_shift_medium.png,chart_047_medium_bar_brightness,shift,medium,True,high,24
chart_047_medium_bar_gaussian_blur_medium.png,chart_047_medium_bar_gaussian,blur,medium,True,medium,24
chart_047_medium_bar_grayscale_conversion_medium.png,chart_047_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_047_medium_bar_legend_corruption_medium.png,chart_047_medium_bar_legend,corruption,medium,True,high,16
chart_047_medium_bar_random_blocks_medium.png,chart_047_medium_bar_random,blocks,medium,True,low,0
chart_047_medium_bar_rotation_medium.png,chart_047_medium_bar,rotation,medium,True,medium,24
chart_048_medium_pie_brightness_shift_medium.png,chart_048_medium_pie_brightness,shift,medium,True,high,9
chart_048_medium_pie_gaussian_blur_medium.png,chart_048_medium_pie_gaussian,blur,medium,True,high,9
chart_048_medium_pie_grayscale_conversion_medium.png,chart_048_medium_pie_grayscale,conversion,medium,False,not_extracted,0
chart_048_medium_pie_legend_corruption_medium.png,chart_048_medium_pie_legend,corruption,medium,True,high,9
chart_048_medium_pie_random_blocks_medium.png,chart_048_medium_pie_random,blocks,medium,True,high,9
chart_048_medium_pie_rotation_medium.png,chart_048_medium_pie,rotation,medium,True,high,9
chart_049_medium_bar_brightness_shift_medium.png,chart_049_medium_bar_brightness,shift,medium,True,high,8
chart_049_medium_bar_gaussian_blur_medium.png,chart_049_medium_bar_gaussian,blur,medium,True,high,8
chart_049_medium_bar_grayscale_conversion_medium.png,chart_049_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_049_medium_bar_legend_corruption_medium.png,chart_049_medium_bar_legend,corruption,medium,True,medium,15
chart_049_medium_bar_random_blocks_medium.png,chart_049_medium_bar_random,blocks,medium,True,medium,8
chart_049_medium_bar_rotation_medium.png,chart_049_medium_bar,rotation,medium,True,high,8
chart_050_complex_bar_brightness_shift_medium.png,chart_050_complex_bar_brightness,shift,medium,True,high,33
chart_050_complex_bar_gaussian_blur_medium.png,chart_050_complex_bar_gaussian,blur,medium,True,high,33
chart_050_complex_bar_grayscale_conversion_medium.png,chart_050_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_050_complex_bar_legend_corruption_medium.png,chart_050_complex_bar_legend,corruption,medium,True,high,30
chart_050_complex_bar_random_blocks_medium.png,chart_050_complex_bar_random,blocks,medium,True,high,27
chart_050_complex_bar_rotation_medium.png,chart_050_complex_bar,rotation,medium,True,high,11
chart_051_medium_line_brightness_shift_medium.png,chart_051_medium_line_brightness,shift,medium,True,high,12
chart_051_medium_line_gaussian_blur_medium.png,chart_051_medium_line_gaussian,blur,medium,True,medium,12
chart_051_medium_line_grayscale_conversion_medium.png,chart_051_medium_line_grayscale,conversion,medium,False,not_extracted,0
chart_051_medium_line_legend_corruption_medium.png,chart_051_medium_line_legend,corruption,medium,True,medium,12
chart_051_medium_line_random_blocks_medium.png,chart_051_medium_line_random,blocks,medium,True,medium,6
chart_051_medium_line_rotation_medium.png,chart_051_medium_line,rotation,medium,True,medium,6
chart_052_complex_bar_brightness_shift_medium.png,chart_052_complex_bar_brightness,shift,medium,True,high,36
chart_052_complex_bar_gaussian_blur_medium.png,chart_052_complex_bar_gaussian,blur,medium,True,high,39
chart_052_complex_bar_grayscale_conversion_medium.png,chart_052_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_052_complex_bar_legend_corruption_medium.png,chart_052_complex_bar_legend,corruption,medium,True,high,36
chart_052_complex_bar_random_blocks_medium.png,chart_052_complex_bar_random,blocks,medium,True,medium,33
chart_052_complex_bar_rotation_medium.png,chart_052_complex_bar,rotation,medium,True,high,36
chart_053_complex_bar_brightness_shift_medium.png,chart_053_complex_bar_brightness,shift,medium,True,high,44
chart_053_complex_bar_gaussian_blur_medium.png,chart_053_complex_bar_gaussian,blur,medium,True,high,44
chart_053_complex_bar_grayscale_conversion_medium.png,chart_053_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_053_complex_bar_legend_corruption_medium.png,chart_053_complex_bar_legend,corruption,medium,True,high,44
chart_053_complex_bar_random_blocks_medium.png,chart_053_complex_bar_random,blocks,medium,True,medium,11
chart_053_complex_bar_rotation_medium.png,chart_053_complex_bar,rotation,medium,True,high,44
chart_054_advanced_bar_brightness_shift_medium.png,chart_054_advanced_bar_brightness,shift,medium,True,high,11
chart_054_advanced_bar_gaussian_blur_medium.png,chart_054_advanced_bar_gaussian,blur,medium,True,high,11
chart_054_advanced_bar_grayscale_conversion_medium.png,chart_054_advanced_bar_grayscale,conversion,medium,False,not_extracted,0
chart_054_advanced_bar_legend_corruption_medium.png,chart_054_advanced_bar_legend,corruption,medium,False,not_extracted,0
chart_054_advanced_bar_random_blocks_medium.png,chart_054_advanced_bar_random,blocks,medium,True,low,0
chart_054_advanced_bar_rotation_medium.png,chart_054_advanced_bar,rotation,medium,True,high,11
chart_055_medium_pie_brightness_shift_medium.png,chart_055_medium_pie_brightness,shift,medium,True,high,9
chart_055_medium_pie_gaussian_blur_medium.png,chart_055_medium_pie_gaussian,blur,medium,True,high,9
chart_055_medium_pie_grayscale_conversion_medium.png,chart_055_medium_pie_grayscale,conversion,medium,False,not_extracted,0
chart_055_medium_pie_legend_corruption_medium.png,chart_055_medium_pie_legend,corruption,medium,True,high,8
chart_055_medium_pie_random_blocks_medium.png,chart_055_medium_pie_random,blocks,medium,True,medium,9
chart_055_medium_pie_rotation_medium.png,chart_055_medium_pie,rotation,medium,True,high,9
chart_056_advanced_area_brightness_shift_medium.png,chart_056_advanced_area_brightness,shift,medium,True,medium,13
chart_056_advanced_area_gaussian_blur_medium.png,chart_056_advanced_area_gaussian,blur,medium,True,high,13
chart_056_advanced_area_grayscale_conversion_medium.png,chart_056_advanced_area_grayscale,conversion,medium,False,not_extracted,0
chart_056_advanced_area_legend_corruption_medium.png,chart_056_advanced_area_legend,corruption,medium,True,medium,36
chart_056_advanced_area_random_blocks_medium.png,chart_056_advanced_area_random,blocks,medium,True,low,0
chart_056_advanced_area_rotation_medium.png,chart_056_advanced_area,rotation,medium,True,medium,13
chart_057_advanced_area_brightness_shift_medium.png,chart_057_advanced_area_brightness,shift,medium,True,high,14
chart_057_advanced_area_gaussian_blur_medium.png,chart_057_advanced_area_gaussian,blur,medium,True,high,28
chart_057_advanced_area_grayscale_conversion_medium.png,chart_057_advanced_area_grayscale,conversion,medium,False,not_extracted,0
chart_057_advanced_area_legend_corruption_medium.png,chart_057_advanced_area_legend,corruption,medium,True,high,14
chart_057_advanced_area_random_blocks_medium.png,chart_057_advanced_area_random,blocks,medium,True,medium,7
chart_057_advanced_area_rotation_medium.png,chart_057_advanced_area,rotation,medium,True,high,12
chart_058_complex_bar_brightness_shift_medium.png,chart_058_complex_bar_brightness,shift,medium,True,high,24
chart_058_complex_bar_gaussian_blur_medium.png,chart_058_complex_bar_gaussian,blur,medium,True,high,24
chart_058_complex_bar_grayscale_conversion_medium.png,chart_058_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_058_complex_bar_legend_corruption_medium.png,chart_058_complex_bar_legend,corruption,medium,True,high,24
chart_058_complex_bar_random_blocks_medium.png,chart_058_complex_bar_random,blocks,medium,True,medium,22
chart_058_complex_bar_rotation_medium.png,chart_058_complex_bar,rotation,medium,True,high,24
chart_059_medium_bar_brightness_shift_medium.png,chart_059_medium_bar_brightness,shift,medium,True,high,16
chart_059_medium_bar_gaussian_blur_medium.png,chart_059_medium_bar_gaussian,blur,medium,True,high,16
chart_059_medium_bar_grayscale_conversion_medium.png,chart_059_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_059_medium_bar_legend_corruption_medium.png,chart_059_medium_bar_legend,corruption,medium,True,high,16
chart_059_medium_bar_random_blocks_medium.png,chart_059_medium_bar_random,blocks,medium,True,low,16
chart_059_medium_bar_rotation_medium.png,chart_059_medium_bar,rotation,medium,True,high,16
chart_060_complex_line_brightness_shift_medium.png,chart_060_complex_line_brightness,shift,medium,True,medium,9
chart_060_complex_line_gaussian_blur_medium.png,chart_060_complex_line_gaussian,blur,medium,True,medium,9
chart_060_complex_line_grayscale_conversion_medium.png,chart_060_complex_line_grayscale,conversion,medium,False,not_extracted,0
chart_060_complex_line_legend_corruption_medium.png,chart_060_complex_line_legend,corruption,medium,True,medium,9
chart_060_complex_line_random_blocks_medium.png,chart_060_complex_line_random,blocks,medium,True,low,0
chart_060_complex_line_rotation_medium.png,chart_060_complex_line,rotation,medium,True,medium,9
chart_061_medium_bar_brightness_shift_medium.png,chart_061_medium_bar_brightness,shift,medium,True,high,21
chart_061_medium_bar_gaussian_blur_medium.png,chart_061_medium_bar_gaussian,blur,medium,True,high,21
chart_061_medium_bar_grayscale_conversion_medium.png,chart_061_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_061_medium_bar_legend_corruption_medium.png,chart_061_medium_bar_legend,corruption,medium,True,medium,21
chart_061_medium_bar_random_blocks_medium.png,chart_061_medium_bar_random,blocks,medium,True,low,21
chart_061_medium_bar_rotation_medium.png,chart_061_medium_bar,rotation,medium,True,medium,21
chart_062_medium_bar_brightness_shift_medium.png,chart_062_medium_bar_brightness,shift,medium,True,high,21
chart_062_medium_bar_gaussian_blur_medium.png,chart_062_medium_bar_gaussian,blur,medium,True,high,21
chart_062_medium_bar_grayscale_conversion_medium.png,chart_062_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_062_medium_bar_legend_corruption_medium.png,chart_062_medium_bar_legend,corruption,medium,True,high,18
chart_062_medium_bar_random_blocks_medium.png,chart_062_medium_bar_random,blocks,medium,True,low,0
chart_062_medium_bar_rotation_medium.png,chart_062_medium_bar,rotation,medium,True,high,21
chart_063_complex_bar_brightness_shift_medium.png,chart_063_complex_bar_brightness,shift,medium,True,high,32
chart_063_complex_bar_gaussian_blur_medium.png,chart_063_complex_bar_gaussian,blur,medium,True,high,32
chart_063_complex_bar_grayscale_conversion_medium.png,chart_063_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_063_complex_bar_legend_corruption_medium.png,chart_063_complex_bar_legend,corruption,medium,True,high,32
chart_063_complex_bar_random_blocks_medium.png,chart_063_complex_bar_random,blocks,medium,True,medium,32
chart_063_complex_bar_rotation_medium.png,chart_063_complex_bar,rotation,medium,True,high,32
chart_064_advanced_bar_brightness_shift_medium.png,chart_064_advanced_bar_brightness,shift,medium,True,high,11
chart_064_advanced_bar_gaussian_blur_medium.png,chart_064_advanced_bar_gaussian,blur,medium,True,high,11
chart_064_advanced_bar_grayscale_conversion_medium.png,chart_064_advanced_bar_grayscale,conversion,medium,False,not_extracted,0
chart_064_advanced_bar_legend_corruption_medium.png,chart_064_advanced_bar_legend,corruption,medium,True,high,10
chart_064_advanced_bar_random_blocks_medium.png,chart_064_advanced_bar_random,blocks,medium,True,medium,11
chart_064_advanced_bar_rotation_medium.png,chart_064_advanced_bar,rotation,medium,True,high,11
chart_065_advanced_bar_brightness_shift_medium.png,chart_065_advanced_bar_brightness,shift,medium,True,high,14
chart_065_advanced_bar_gaussian_blur_medium.png,chart_065_advanced_bar_gaussian,blur,medium,True,high,14
chart_065_advanced_bar_grayscale_conversion_medium.png,chart_065_advanced_bar_grayscale,conversion,medium,False,not_extracted,0
chart_065_advanced_bar_legend_corruption_medium.png,chart_065_advanced_bar_legend,corruption,medium,True,high,14
chart_065_advanced_bar_random_blocks_medium.png,chart_065_advanced_bar_random,blocks,medium,True,low,0
chart_065_advanced_bar_rotation_medium.png,chart_065_advanced_bar,rotation,medium,True,high,14
chart_066_complex_bar_brightness_shift_medium.png,chart_066_complex_bar_brightness,shift,medium,True,high,27
chart_066_complex_bar_gaussian_blur_medium.png,chart_066_complex_bar_gaussian,blur,medium,True,high,27
chart_066_complex_bar_grayscale_conversion_medium.png,chart_066_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_066_complex_bar_legend_corruption_medium.png,chart_066_complex_bar_legend,corruption,medium,True,high,24
chart_066_complex_bar_random_blocks_medium.png,chart_066_complex_bar_random,blocks,medium,True,medium,24
chart_066_complex_bar_rotation_medium.png,chart_066_complex_bar,rotation,medium,True,high,27
chart_067_advanced_line_brightness_shift_medium.png,chart_067_advanced_line_brightness,shift,medium,True,high,13
chart_067_advanced_line_gaussian_blur_medium.png,chart_067_advanced_line_gaussian,blur,medium,True,high,13
chart_067_advanced_line_grayscale_conversion_medium.png,chart_067_advanced_line_grayscale,conversion,medium,False,not_extracted,0
chart_067_advanced_line_legend_corruption_medium.png,chart_067_advanced_line_legend,corruption,medium,True,medium,13
chart_067_advanced_line_random_blocks_medium.png,chart_067_advanced_line_random,blocks,medium,True,medium,13
chart_067_advanced_line_rotation_medium.png,chart_067_advanced_line,rotation,medium,True,medium,13
chart_068_medium_line_brightness_shift_medium.png,chart_068_medium_line_brightness,shift,medium,True,medium,16
chart_068_medium_line_gaussian_blur_medium.png,chart_068_medium_line_gaussian,blur,medium,True,high,16
chart_068_medium_line_grayscale_conversion_medium.png,chart_068_medium_line_grayscale,conversion,medium,False,not_extracted,0
chart_068_medium_line_legend_corruption_medium.png,chart_068_medium_line_legend,corruption,medium,True,high,14
chart_068_medium_line_random_blocks_medium.png,chart_068_medium_line_random,blocks,medium,True,medium,16
chart_068_medium_line_rotation_medium.png,chart_068_medium_line,rotation,medium,True,medium,16
chart_069_complex_pie_brightness_shift_medium.png,chart_069_complex_pie_brightness,shift,medium,True,high,12
chart_069_complex_pie_gaussian_blur_medium.png,chart_069_complex_pie_gaussian,blur,medium,True,high,12
chart_069_complex_pie_grayscale_conversion_medium.png,chart_069_complex_pie_grayscale,conversion,medium,False,not_extracted,0
chart_069_complex_pie_legend_corruption_medium.png,chart_069_complex_pie_legend,corruption,medium,True,high,11
chart_069_complex_pie_random_blocks_medium.png,chart_069_complex_pie_random,blocks,medium,True,high,12
chart_069_complex_pie_rotation_medium.png,chart_069_complex_pie,rotation,medium,True,high,12
chart_070_advanced_pie_brightness_shift_medium.png,chart_070_advanced_pie_brightness,shift,medium,True,high,11
chart_070_advanced_pie_gaussian_blur_medium.png,chart_070_advanced_pie_gaussian,blur,medium,True,high,11
chart_070_advanced_pie_grayscale_conversion_medium.png,chart_070_advanced_pie_grayscale,conversion,medium,False,not_extracted,0
chart_070_advanced_pie_legend_corruption_medium.png,chart_070_advanced_pie_legend,corruption,medium,True,high,11
chart_070_advanced_pie_random_blocks_medium.png,chart_070_advanced_pie_random,blocks,medium,True,high,11
chart_070_advanced_pie_rotation_medium.png,chart_070_advanced_pie,rotation,medium,True,high,11
chart_071_advanced_bar_brightness_shift_medium.png,chart_071_advanced_bar_brightness,shift,medium,True,medium,13
chart_071_advanced_bar_gaussian_blur_medium.png,chart_071_advanced_bar_gaussian,blur,medium,True,medium,13
chart_071_advanced_bar_grayscale_conversion_medium.png,chart_071_advanced_bar_grayscale,conversion,medium,False,not_extracted,0
chart_071_advanced_bar_legend_corruption_medium.png,chart_071_advanced_bar_legend,corruption,medium,True,medium,13
chart_071_advanced_bar_random_blocks_medium.png,chart_071_advanced_bar_random,blocks,medium,True,medium,13
chart_071_advanced_bar_rotation_medium.png,chart_071_advanced_bar,rotation,medium,True,medium,13
chart_072_advanced_scatter_brightness_shift_medium.png,chart_072_advanced_scatter_brightness,shift,medium,True,medium,11
chart_072_advanced_scatter_gaussian_blur_medium.png,chart_072_advanced_scatter_gaussian,blur,medium,True,high,11
chart_072_advanced_scatter_grayscale_conversion_medium.png,chart_072_advanced_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_072_advanced_scatter_legend_corruption_medium.png,chart_072_advanced_scatter_legend,corruption,medium,True,medium,11
chart_072_advanced_scatter_random_blocks_medium.png,chart_072_advanced_scatter_random,blocks,medium,True,medium,11
chart_072_advanced_scatter_rotation_medium.png,chart_072_advanced_scatter,rotation,medium,True,medium,11
chart_073_medium_scatter_brightness_shift_medium.png,chart_073_medium_scatter_brightness,shift,medium,True,medium,5
chart_073_medium_scatter_gaussian_blur_medium.png,chart_073_medium_scatter_gaussian,blur,medium,True,high,5
chart_073_medium_scatter_grayscale_conversion_medium.png,chart_073_medium_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_073_medium_scatter_legend_corruption_medium.png,chart_073_medium_scatter_legend,corruption,medium,True,medium,4
chart_073_medium_scatter_random_blocks_medium.png,chart_073_medium_scatter_random,blocks,medium,True,medium,4
chart_073_medium_scatter_rotation_medium.png,chart_073_medium_scatter,rotation,medium,True,medium,5
chart_074_advanced_line_brightness_shift_medium.png,chart_074_advanced_line_brightness,shift,medium,True,high,11
chart_074_advanced_line_gaussian_blur_medium.png,chart_074_advanced_line_gaussian,blur,medium,True,high,11
chart_074_advanced_line_grayscale_conversion_medium.png,chart_074_advanced_line_grayscale,conversion,medium,False,not_extracted,0
chart_074_advanced_line_legend_corruption_medium.png,chart_074_advanced_line_legend,corruption,medium,True,medium,11
chart_074_advanced_line_random_blocks_medium.png,chart_074_advanced_line_random,blocks,medium,True,medium,11
chart_074_advanced_line_rotation_medium.png,chart_074_advanced_line,rotation,medium,True,high,11
chart_075_medium_bar_brightness_shift_medium.png,chart_075_medium_bar_brightness,shift,medium,True,high,16
chart_075_medium_bar_gaussian_blur_medium.png,chart_075_medium_bar_gaussian,blur,medium,True,high,16
chart_075_medium_bar_grayscale_conversion_medium.png,chart_075_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_075_medium_bar_legend_corruption_medium.png,chart_075_medium_bar_legend,corruption,medium,True,high,8
chart_075_medium_bar_random_blocks_medium.png,chart_075_medium_bar_random,blocks,medium,True,low,16
chart_075_medium_bar_rotation_medium.png,chart_075_medium_bar,rotation,medium,True,high,16
chart_076_advanced_bar_brightness_shift_medium.png,chart_076_advanced_bar_brightness,shift,medium,True,high,13
chart_076_advanced_bar_gaussian_blur_medium.png,chart_076_advanced_bar_gaussian,blur,medium,True,high,13
chart_076_advanced_bar_grayscale_conversion_medium.png,chart_076_advanced_bar_grayscale,conversion,medium,False,not_extracted,0
chart_076_advanced_bar_legend_corruption_medium.png,chart_076_advanced_bar_legend,corruption,medium,True,high,13
chart_076_advanced_bar_random_blocks_medium.png,chart_076_advanced_bar_random,blocks,medium,True,low,0
chart_076_advanced_bar_rotation_medium.png,chart_076_advanced_bar,rotation,medium,True,high,13
chart_077_advanced_line_brightness_shift_medium.png,chart_077_advanced_line_brightness,shift,medium,True,medium,50
chart_077_advanced_line_gaussian_blur_medium.png,chart_077_advanced_line_gaussian,blur,medium,True,high,25
chart_077_advanced_line_grayscale_conversion_medium.png,chart_077_advanced_line_grayscale,conversion,medium,False,not_extracted,0
chart_077_advanced_line_legend_corruption_medium.png,chart_077_advanced_line_legend,corruption,medium,True,high,10
chart_077_advanced_line_random_blocks_medium.png,chart_077_advanced_line_random,blocks,medium,True,medium,10
chart_077_advanced_line_rotation_medium.png,chart_077_advanced_line,rotation,medium,True,medium,10
chart_078_medium_area_brightness_shift_medium.png,chart_078_medium_area_brightness,shift,medium,True,medium,12
chart_078_medium_area_gaussian_blur_medium.png,chart_078_medium_area_gaussian,blur,medium,True,medium,12
chart_078_medium_area_grayscale_conversion_medium.png,chart_078_medium_area_grayscale,conversion,medium,False,not_extracted,0
chart_078_medium_area_legend_corruption_medium.png,chart_078_medium_area_legend,corruption,medium,True,medium,12
chart_078_medium_area_random_blocks_medium.png,chart_078_medium_area_random,blocks,medium,True,low,6
chart_078_medium_area_rotation_medium.png,chart_078_medium_area,rotation,medium,True,high,12
chart_079_complex_bar_brightness_shift_medium.png,chart_079_complex_bar_brightness,shift,medium,True,high,31
chart_079_complex_bar_gaussian_blur_medium.png,chart_079_complex_bar_gaussian,blur,medium,True,high,33
chart_079_complex_bar_grayscale_conversion_medium.png,chart_079_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_079_complex_bar_legend_corruption_medium.png,chart_079_complex_bar_legend,corruption,medium,True,high,33
chart_079_complex_bar_random_blocks_medium.png,chart_079_complex_bar_random,blocks,medium,True,low,11
chart_079_complex_bar_rotation_medium.png,chart_079_complex_bar,rotation,medium,True,high,33
chart_080_medium_line_brightness_shift_medium.png,chart_080_medium_line_brightness,shift,medium,True,medium,6
chart_080_medium_line_gaussian_blur_medium.png,chart_080_medium_line_gaussian,blur,medium,True,high,6
chart_080_medium_line_grayscale_conversion_medium.png,chart_080_medium_line_grayscale,conversion,medium,False,not_extracted,0
chart_080_medium_line_legend_corruption_medium.png,chart_080_medium_line_legend,corruption,medium,True,medium,6
chart_080_medium_line_random_blocks_medium.png,chart_080_medium_line_random,blocks,medium,True,low,5
chart_080_medium_line_rotation_medium.png,chart_080_medium_line,rotation,medium,True,medium,6
chart_081_medium_area_brightness_shift_medium.png,chart_081_medium_area_brightness,shift,medium,True,medium,7
chart_081_medium_area_gaussian_blur_medium.png,chart_081_medium_area_gaussian,blur,medium,True,medium,7
chart_081_medium_area_grayscale_conversion_medium.png,chart_081_medium_area_grayscale,conversion,medium,False,not_extracted,0
chart_081_medium_area_legend_corruption_medium.png,chart_081_medium_area_legend,corruption,medium,True,medium,7
chart_081_medium_area_random_blocks_medium.png,chart_081_medium_area_random,blocks,medium,True,low,7
chart_081_medium_area_rotation_medium.png,chart_081_medium_area,rotation,medium,True,medium,7
chart_082_complex_area_brightness_shift_medium.png,chart_082_complex_area_brightness,shift,medium,True,low,12
chart_082_complex_area_gaussian_blur_medium.png,chart_082_complex_area_gaussian,blur,medium,True,medium,12
chart_082_complex_area_grayscale_conversion_medium.png,chart_082_complex_area_grayscale,conversion,medium,False,not_extracted,0
chart_082_complex_area_legend_corruption_medium.png,chart_082_complex_area_legend,corruption,medium,True,medium,12
chart_082_complex_area_random_blocks_medium.png,chart_082_complex_area_random,blocks,medium,True,low,0
chart_082_complex_area_rotation_medium.png,chart_082_complex_area,rotation,medium,True,medium,12
chart_083_complex_bar_brightness_shift_medium.png,chart_083_complex_bar_brightness,shift,medium,True,high,12
chart_083_complex_bar_gaussian_blur_medium.png,chart_083_complex_bar_gaussian,blur,medium,True,high,48
chart_083_complex_bar_grayscale_conversion_medium.png,chart_083_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_083_complex_bar_legend_corruption_medium.png,chart_083_complex_bar_legend,corruption,medium,True,high,40
chart_083_complex_bar_random_blocks_medium.png,chart_083_complex_bar_random,blocks,medium,True,low,12
chart_083_complex_bar_rotation_medium.png,chart_083_complex_bar,rotation,medium,True,high,48
chart_084_complex_bar_brightness_shift_medium.png,chart_084_complex_bar_brightness,shift,medium,True,high,12
chart_084_complex_bar_gaussian_blur_medium.png,chart_084_complex_bar_gaussian,blur,medium,True,high,36
chart_084_complex_bar_grayscale_conversion_medium.png,chart_084_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_084_complex_bar_legend_corruption_medium.png,chart_084_complex_bar_legend,corruption,medium,True,high,33
chart_084_complex_bar_random_blocks_medium.png,chart_084_complex_bar_random,blocks,medium,True,low,13
chart_084_complex_bar_rotation_medium.png,chart_084_complex_bar,rotation,medium,True,high,36
chart_085_medium_pie_brightness_shift_medium.png,chart_085_medium_pie_brightness,shift,medium,True,high,7
chart_085_medium_pie_gaussian_blur_medium.png,chart_085_medium_pie_gaussian,blur,medium,True,high,7
chart_085_medium_pie_grayscale_conversion_medium.png,chart_085_medium_pie_grayscale,conversion,medium,False,not_extracted,0
chart_085_medium_pie_legend_corruption_medium.png,chart_085_medium_pie_legend,corruption,medium,True,high,7
chart_085_medium_pie_random_blocks_medium.png,chart_085_medium_pie_random,blocks,medium,True,high,7
chart_085_medium_pie_rotation_medium.png,chart_085_medium_pie,rotation,medium,True,high,7
chart_086_complex_scatter_brightness_shift_medium.png,chart_086_complex_scatter_brightness,shift,medium,True,high,10
chart_086_complex_scatter_gaussian_blur_medium.png,chart_086_complex_scatter_gaussian,blur,medium,True,medium,10
chart_086_complex_scatter_grayscale_conversion_medium.png,chart_086_complex_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_086_complex_scatter_legend_corruption_medium.png,chart_086_complex_scatter_legend,corruption,medium,True,high,9
chart_086_complex_scatter_random_blocks_medium.png,chart_086_complex_scatter_random,blocks,medium,True,medium,9
chart_086_complex_scatter_rotation_medium.png,chart_086_complex_scatter,rotation,medium,True,high,10
chart_087_complex_line_brightness_shift_medium.png,chart_087_complex_line_brightness,shift,medium,True,medium,11
chart_087_complex_line_gaussian_blur_medium.png,chart_087_complex_line_gaussian,blur,medium,True,medium,11
chart_087_complex_line_grayscale_conversion_medium.png,chart_087_complex_line_grayscale,conversion,medium,False,not_extracted,0
chart_087_complex_line_legend_corruption_medium.png,chart_087_complex_line_legend,corruption,medium,True,low,0
chart_087_complex_line_random_blocks_medium.png,chart_087_complex_line_random,blocks,medium,True,low,0
chart_087_complex_line_rotation_medium.png,chart_087_complex_line,rotation,medium,True,medium,11
chart_088_complex_bar_brightness_shift_medium.png,chart_088_complex_bar_brightness,shift,medium,True,high,27
chart_088_complex_bar_gaussian_blur_medium.png,chart_088_complex_bar_gaussian,blur,medium,True,high,27
chart_088_complex_bar_grayscale_conversion_medium.png,chart_088_complex_bar_grayscale,conversion,medium,False,not_extracted,0
chart_088_complex_bar_legend_corruption_medium.png,chart_088_complex_bar_legend,corruption,medium,True,high,24
chart_088_complex_bar_random_blocks_medium.png,chart_088_complex_bar_random,blocks,medium,True,medium,27
chart_088_complex_bar_rotation_medium.png,chart_088_complex_bar,rotation,medium,True,high,27
chart_089_medium_pie_brightness_shift_medium.png,chart_089_medium_pie_brightness,shift,medium,True,high,8
chart_089_medium_pie_gaussian_blur_medium.png,chart_089_medium_pie_gaussian,blur,medium,True,high,8
chart_089_medium_pie_grayscale_conversion_medium.png,chart_089_medium_pie_grayscale,conversion,medium,False,not_extracted,0
chart_089_medium_pie_legend_corruption_medium.png,chart_089_medium_pie_legend,corruption,medium,True,high,8
chart_089_medium_pie_random_blocks_medium.png,chart_089_medium_pie_random,blocks,medium,True,high,8
chart_089_medium_pie_rotation_medium.png,chart_089_medium_pie,rotation,medium,True,high,8
chart_090_advanced_scatter_brightness_shift_medium.png,chart_090_advanced_scatter_brightness,shift,medium,True,medium,11
chart_090_advanced_scatter_gaussian_blur_medium.png,chart_090_advanced_scatter_gaussian,blur,medium,True,high,11
chart_090_advanced_scatter_grayscale_conversion_medium.png,chart_090_advanced_scatter_grayscale,conversion,medium,False,not_extracted,0
chart_090_advanced_scatter_legend_corruption_medium.png,chart_090_advanced_scatter_legend,corruption,medium,True,high,11
chart_090_advanced_scatter_random_blocks_medium.png,chart_090_advanced_scatter_random,blocks,medium,True,medium,10
chart_090_advanced_scatter_rotation_medium.png,chart_090_advanced_scatter,rotation,medium,True,medium,11
chart_091_medium_bar_brightness_shift_medium.png,chart_091_medium_bar_brightness,shift,medium,True,high,20
chart_091_medium_bar_gaussian_blur_medium.png,chart_091_medium_bar_gaussian,blur,medium,True,high,20
chart_091_medium_bar_grayscale_conversion_medium.png,chart_091_medium_bar_grayscale,conversion,medium,False,not_extracted,0
chart_091_medium_bar_legend_corruption_medium.png,chart_091_medium_bar_legend,corruption,medium,True,medium,10
chart_091_medium_bar_random_blocks_medium.png,chart_091_medium_bar_random,blocks,medium,True,low,10
chart_091_medium_bar_rotation_medium.png,chart_091_medium_bar,rotation,medium,True,high,20
chart_092_complex_scatter_brightness_shift_medium.png,chart_092_complex_scatter_brightness,shift,medium,True,medium,9
chart_092_complex_scatter_gaussian_blur_medium.png,chart_092_complex_scatter_gaussian,blur,medium,True,high,9
