extraction_key,original_chart_id,matched_original_key,perturbation_type,intensity,perturbed_exact_match,perturbed_f1,perturbed_value_accuracy,perturbed_structural,original_exact_match,original_f1,original_value_accuracy,original_structural,dri_exact_match,dri_f1,dri_value_accuracy,dri_structural,composite_dri
chart_108_medium_bar_legend_corruption_medium,chart_108,chart_108_medium_bar,corruption,medium,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,1.0,1.0,1.0,1.0,1.0
chart_174_complex_line_legend_corruption_medium,chart_174,chart_174_complex_line,corruption,medium,0.0,0.11111111111111112,0.0,90.0,0.0,0.0,0.0,100.0,1.0,0.0,1.0,0.9,0.725
chart_128_complex_bar_legend_corruption_medium,chart_128,chart_128_complex_bar,corruption,medium,0.0,0.0,0.0,14.0625,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_003_medium_bar_random_blocks_medium,chart_003,chart_003_advanced_pie,blocks,medium,0.0,0.0,0.0,31.25,0.0,0.0,0.0,100.0,1.0,1.0,1.0,0.3125,0.828125
chart_014_complex_bar_rotation_medium,chart_014,chart_014_complex_bar,rotation,medium,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_099_medium_line_random_blocks_medium,chart_099,chart_099_medium_line,blocks,medium,0.0,0.5,33.33333333333333,100.0,0.0,0.5,16.666666666666664,100.0,1.0,1.0,1.0,1.0,1.0
chart_134_advanced_scatter_brightness_shift_low,chart_134,chart_134_advanced_scatter,shift,low,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_013_advanced_bar_random_blocks_medium,chart_013,chart_013_advanced_bar,blocks,medium,0.0,0.15384615384615385,15.384615384615385,50.0,0.0,0.23076923076923078,15.384615384615385,50.0,1.0,0.6666666666666667,1.0,1.0,0.9166666666666667
chart_003_medium_bar_brightness_shift_medium,chart_003,chart_003_advanced_pie,shift,medium,0.0,0.0,0.0,31.25,0.0,0.0,0.0,100.0,1.0,1.0,1.0,0.3125,0.828125
chart_167_advanced_area_rotation_high,chart_167,chart_167_advanced_area,rotation,high,0.0,0.3,10.0,50.0,0.0,0.05,0.0,16.666666666666664,1.0,1.0,0.0,1.0,0.75
chart_153_advanced_pie_gaussian_blur_medium,chart_153,chart_153_advanced_pie,blur,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_099_medium_line_gaussian_blur_medium,chart_099,chart_099_medium_line,blur,medium,0.0,0.5,16.666666666666664,100.0,0.0,0.5,16.666666666666664,100.0,1.0,1.0,1.0,1.0,1.0
chart_067_advanced_scatter_brightness_shift_medium,chart_067,chart_067_advanced_scatter,shift,medium,0.0,0.09090909090909091,9.090909090909092,100.0,0.0,0.09090909090909091,9.090909090909092,100.0,1.0,1.0,1.0,1.0,1.0
chart_018_complex_line_random_blocks_medium,chart_018,chart_018_complex_line,blocks,medium,0.0,0.0,0.0,50.0,0.0,0.18181818181818182,9.090909090909092,100.0,1.0,0.0,0.0,0.5,0.375
chart_126_complex_line_rotation_medium,chart_126,chart_126_complex_line,rotation,medium,0.0,0.25,12.5,100.0,0.0,0.625,25.0,100.0,1.0,0.4,0.5,1.0,0.725
chart_002_medium_bar_gaussian_blur_low,chart_002,chart_002_medium_line,blur,low,0.0,0.0,0.0,27.77777777777778,0.0,0.5,30.0,100.0,1.0,0.0,0.0,0.2777777777777777,0.3194444444444444
chart_002_medium_bar_legend_corruption_medium,chart_002,chart_002_medium_line,corruption,medium,0.0,0.0,0.0,33.33333333333333,0.0,0.5,30.0,100.0,1.0,0.0,0.0,0.33333333333333326,0.3333333333333333
chart_183_complex_bar_random_blocks_medium,chart_183,chart_183_complex_bar,blocks,medium,0.0,0.5555555555555556,55.55555555555556,50.0,0.0,0.0,0.0,16.666666666666664,1.0,0.0,0.0,1.0,0.5
chart_067_advanced_scatter_brightness_shift_low,chart_067,chart_067_advanced_scatter,shift,low,0.0,0.09090909090909091,9.090909090909092,100.0,0.0,0.09090909090909091,9.090909090909092,100.0,1.0,1.0,1.0,1.0,1.0
chart_156_complex_bar_legend_corruption_medium,chart_156,chart_156_complex_bar,corruption,medium,0.0,0.36000000000000004,63.63636363636363,14.102564102564102,0.0,0.4255319148936171,90.9090909090909,15.277777777777779,1.0,0.846,0.7,0.923076923076923,0.8672692307692308
chart_062_advanced_line_gaussian_blur_medium,chart_062,chart_062_advanced_line,blur,medium,0.0,0.23076923076923078,23.076923076923077,100.0,0.0,0.15384615384615385,15.384615384615385,100.0,1.0,1.0,1.0,1.0,1.0
chart_109_advanced_bar_legend_corruption_medium,chart_109,chart_109_advanced_bar,corruption,medium,0.0,0.9655172413793104,66.66666666666666,46.666666666666664,0.0,0.0,0.0,13.392857142857142,1.0,0.0,0.0,1.0,0.5
chart_002_medium_line_brightness_shift_high,chart_002,chart_002_medium_line,shift,high,0.0,0.5,0.0,100.0,0.0,0.5,30.0,100.0,1.0,1.0,0.0,1.0,0.75
chart_110_complex_area_random_blocks_medium,chart_110,chart_110_complex_area,blocks,medium,0.0,0.25,12.5,50.0,0.0,0.25,25.0,50.0,1.0,1.0,0.5,1.0,0.875
chart_138_complex_bar_brightness_shift_medium,chart_138,chart_138_complex_bar,shift,medium,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_027_complex_area_brightness_shift_medium,chart_027,chart_027_complex_area,shift,medium,0.0,0.0,0.0,50.0,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_153_advanced_pie_rotation_low,chart_153,chart_153_advanced_pie,rotation,low,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_056_medium_bar_legend_corruption_medium,chart_056,chart_056_medium_bar,corruption,medium,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0
chart_124_medium_scatter_gaussian_blur_medium,chart_124,chart_124_medium_scatter,blur,medium,0.0,0.0,0.0,83.33333333333333,0.0,0.0,0.0,83.33333333333333,1.0,1.0,1.0,1.0,1.0
chart_195_advanced_pie_gaussian_blur_low,chart_195,chart_195_advanced_pie,blur,low,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_159_complex_line_brightness_shift_low,chart_159,chart_159_complex_line,shift,low,0.0,0.08333333333333333,8.333333333333332,100.0,0.0,0.25,16.666666666666664,100.0,1.0,0.33333333333333326,0.5,1.0,0.7083333333333333
chart_071_advanced_bar_brightness_shift_high,chart_071,chart_071_advanced_bar,shift,high,0.0,0.05333333333333333,7.6923076923076925,10.483870967741936,0.0,0.04938271604938271,7.6923076923076925,9.558823529411764,1.0,1.0,1.0,1.0,1.0
chart_072_advanced_line_gaussian_blur_medium,chart_072,chart_072_advanced_line,blur,medium,0.0,0.0,0.0,60.0,0.0,0.6,50.0,100.0,1.0,0.0,0.0,0.6,0.4
chart_114_advanced_line_random_blocks_medium,chart_114,chart_114_advanced_line,blocks,medium,0.0,0.0,0.0,100.0,0.0,0.07692307692307693,7.6923076923076925,100.0,1.0,0.0,0.0,1.0,0.5
chart_013_advanced_bar_brightness_shift_medium,chart_013,chart_013_advanced_bar,shift,medium,0.0,0.23076923076923078,15.384615384615385,50.0,0.0,0.23076923076923078,15.384615384615385,50.0,1.0,1.0,1.0,1.0,1.0
chart_130_complex_bar_random_blocks_medium,chart_130,chart_130_complex_bar,blocks,medium,0.0,0.0,0.0,15.625,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_179_advanced_bar_brightness_shift_medium,chart_179,chart_179_advanced_bar,shift,medium,0.0,0.3076923076923077,23.076923076923077,50.0,0.0,0.15384615384615385,15.384615384615385,50.0,1.0,1.0,1.0,1.0,1.0
chart_107_medium_scatter_rotation_medium,chart_107,chart_107_medium_scatter,rotation,medium,0.0,0.0,0.0,81.25,0.0,0.0,0.0,81.25,1.0,1.0,1.0,1.0,1.0
chart_076_medium_area_brightness_shift_medium,chart_076,chart_076_medium_area,shift,medium,0.0,0.5714285714285714,57.14285714285714,50.0,0.0,0.5714285714285714,42.857142857142854,50.0,1.0,1.0,1.0,1.0,1.0
chart_195_advanced_pie_gaussian_blur_medium,chart_195,chart_195_advanced_pie,blur,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_150_medium_bar_gaussian_blur_medium,chart_150,chart_150_medium_bar,blur,medium,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0
chart_074_complex_bar_brightness_shift_low,chart_074,chart_074_complex_bar,shift,low,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0
chart_035_medium_line_brightness_shift_low,chart_035,chart_035_medium_line,shift,low,0.0,0.3333333333333333,33.33333333333333,100.0,0.0,0.4444444444444444,22.22222222222222,100.0,1.0,0.75,1.0,1.0,0.9375
chart_190_advanced_line_rotation_medium,chart_190,chart_190_advanced_line,rotation,medium,0.0,0.26666666666666666,26.666666666666668,100.0,0.0,0.10714285714285712,13.333333333333334,68.29268292682926,1.0,1.0,1.0,1.0,1.0
chart_062_advanced_line_brightness_shift_medium,chart_062,chart_062_advanced_line,shift,medium,0.0,0.15384615384615385,15.384615384615385,100.0,0.0,0.15384615384615385,15.384615384615385,100.0,1.0,1.0,1.0,1.0,1.0
chart_031_complex_bar_legend_corruption_medium,chart_031,chart_031_complex_bar,corruption,medium,0.0,0.0,0.0,21.428571428571427,0.0,0.0,0.0,18.75,1.0,1.0,1.0,1.0,1.0
chart_070_medium_bar_rotation_medium,chart_070,chart_070_medium_bar,rotation,medium,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,1.0,1.0,1.0,1.0,1.0
chart_008_complex_pie_gaussian_blur_high,chart_008,chart_008_complex_pie,blur,high,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_003_medium_bar_gaussian_blur_low,chart_003,chart_003_advanced_pie,blur,low,0.0,0.0,0.0,31.25,0.0,0.0,0.0,100.0,1.0,1.0,1.0,0.3125,0.828125
chart_142_complex_line_brightness_shift_medium,chart_142,chart_142_complex_line,shift,medium,0.0,0.10000000000000002,10.0,100.0,0.0,0.3,20.0,100.0,1.0,0.3333333333333335,0.5,1.0,0.7083333333333334
chart_064_complex_pie_brightness_shift_high,chart_064,chart_064_complex_pie,shift,high,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_139_medium_bar_random_blocks_medium,chart_139,chart_139_medium_bar,blocks,medium,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,1.0,1.0,1.0,1.0,1.0
chart_177_complex_bar_rotation_medium,chart_177,chart_177_complex_bar,rotation,medium,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_035_medium_line_rotation_low,chart_035,chart_035_medium_line,rotation,low,0.0,0.2222222222222222,22.22222222222222,100.0,0.0,0.4444444444444444,22.22222222222222,100.0,1.0,0.5,1.0,1.0,0.875
chart_111_medium_line_rotation_medium,chart_111,chart_111_medium_line,rotation,medium,0.0,0.0,0.0,75.0,0.0,0.0,0.0,75.0,1.0,1.0,1.0,1.0,1.0
chart_156_complex_bar_random_blocks_medium,chart_156,chart_156_complex_bar,blocks,medium,0.0,0.36363636363636365,36.36363636363637,50.0,0.0,0.4255319148936171,90.9090909090909,15.277777777777779,1.0,0.8545454545454545,0.4,1.0,0.8136363636363636
chart_129_complex_bar_rotation_low,chart_129,chart_129_complex_bar,rotation,low,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_169_medium_scatter_brightness_shift_medium,chart_169,chart_169_medium_scatter,shift,medium,0.0,0.0,0.0,92.85714285714286,0.0,0.0,0.0,92.85714285714286,1.0,1.0,1.0,1.0,1.0
chart_144_complex_bar_random_blocks_medium,chart_144,chart_144_complex_bar,blocks,medium,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0
chart_113_complex_bar_legend_corruption_medium,chart_113,chart_113_complex_bar,corruption,medium,0.0,0.0,0.0,19.047619047619047,0.0,0.0,0.0,17.391304347826086,1.0,1.0,1.0,1.0,1.0
chart_107_medium_scatter_random_blocks_medium,chart_107,chart_107_medium_scatter,blocks,medium,0.0,0.0,0.0,81.25,0.0,0.0,0.0,81.25,1.0,1.0,1.0,1.0,1.0
chart_145_medium_bar_legend_corruption_medium,chart_145,chart_145_medium_bar,corruption,medium,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0
chart_159_complex_line_gaussian_blur_high,chart_159,chart_159_complex_line,blur,high,0.0,0.0,0.0,100.0,0.0,0.25,16.666666666666664,100.0,1.0,0.0,0.0,1.0,0.5
chart_102_medium_line_legend_corruption_medium,chart_102,chart_102_medium_line,corruption,medium,0.0,0.0,0.0,68.75,0.0,0.0,0.0,66.66666666666666,1.0,1.0,1.0,1.0,1.0
chart_007_complex_line_brightness_shift_low,chart_007,chart_007_complex_line,shift,low,0.0,0.20000000000000004,20.0,100.0,0.0,0.20000000000000004,20.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_014_complex_bar_random_blocks_medium,chart_014,chart_014_complex_bar,blocks,medium,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_150_medium_bar_random_blocks_medium,chart_150,chart_150_medium_bar,blocks,medium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,0.0,0.75
chart_173_advanced_line_legend_corruption_medium,chart_173,chart_173_advanced_line,corruption,medium,0.0,0.1818181818181818,8.333333333333332,91.66666666666667,0.0,0.25,16.666666666666664,100.0,1.0,0.7272727272727272,0.5,0.9166666666666667,0.7859848484848484
chart_104_advanced_line_gaussian_blur_low,chart_104,chart_104_advanced_line,blur,low,0.0,0.07142857142857142,0.0,100.0,0.0,0.14285714285714285,0.0,100.0,1.0,0.5,1.0,1.0,0.875
chart_156_complex_bar_brightness_shift_medium,chart_156,chart_156_complex_bar,shift,medium,0.0,0.3272727272727273,72.72727272727273,12.5,0.0,0.4255319148936171,90.9090909090909,15.277777777777779,1.0,0.769090909090909,0.8,0.8181818181818181,0.8468181818181819
chart_099_medium_line_legend_corruption_medium,chart_099,chart_099_medium_line,corruption,medium,0.0,0.1818181818181818,0.0,91.66666666666667,0.0,0.5,16.666666666666664,100.0,1.0,0.36363636363636354,0.0,0.9166666666666667,0.5700757575757576
chart_034_medium_line_random_blocks_medium,chart_034,chart_034_medium_line,blocks,medium,0.0,0.0,0.0,50.0,0.0,0.19047619047619047,0.0,75.0,1.0,0.0,1.0,0.6666666666666667,0.6666666666666667
chart_013_advanced_bar_brightness_shift_low,chart_013,chart_013_advanced_bar,shift,low,0.0,0.23076923076923078,15.384615384615385,50.0,0.0,0.23076923076923078,15.384615384615385,50.0,1.0,1.0,1.0,1.0,1.0
chart_028_advanced_area_brightness_shift_high,chart_028,chart_028_advanced_area,shift,high,0.0,0.0,0.0,25.0,0.0,0.0,0.0,23.52941176470588,1.0,1.0,1.0,1.0,1.0
chart_002_medium_bar_gaussian_blur_high,chart_002,chart_002_medium_line,blur,high,0.0,0.0,0.0,27.77777777777778,0.0,0.5,30.0,100.0,1.0,0.0,0.0,0.2777777777777777,0.3194444444444444
chart_015_complex_line_rotation_medium,chart_015,chart_015_complex_line,rotation,medium,0.0,0.18181818181818182,0.0,100.0,0.0,0.2727272727272727,0.0,100.0,1.0,0.6666666666666667,1.0,1.0,0.9166666666666667
chart_193_medium_line_rotation_medium,chart_193,chart_193_medium_line,rotation,medium,0.0,0.2222222222222222,16.666666666666664,75.0,0.0,0.3333333333333333,33.33333333333333,75.0,1.0,0.6666666666666667,0.5,1.0,0.7916666666666667
chart_059_advanced_bar_brightness_shift_medium,chart_059,chart_059_advanced_bar,shift,medium,0.0,0.18181818181818182,9.090909090909092,50.0,0.0,0.30303030303030304,81.81818181818183,10.0,1.0,0.6,0.11111111111111116,1.0,0.6777777777777778
chart_090_complex_area_gaussian_blur_medium,chart_090,chart_090_complex_area,blur,medium,0.0,0.0,0.0,16.666666666666664,0.0,0.36363636363636365,27.27272727272727,100.0,1.0,0.0,0.0,0.16666666666666652,0.29166666666666663
chart_080_medium_pie_legend_corruption_medium,chart_080,chart_080_medium_pie,corruption,medium,0.0,0.0,0.0,92.85714285714286,0.0,0.0,0.0,100.0,1.0,1.0,1.0,0.9285714285714286,0.9821428571428572
chart_102_medium_line_brightness_shift_high,chart_102,chart_102_medium_line,shift,high,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,66.66666666666666,1.0,1.0,1.0,1.0,1.0
chart_002_medium_line_rotation_high,chart_002,chart_002_medium_line,rotation,high,0.0,0.20000000000000004,10.0,100.0,0.0,0.5,30.0,100.0,1.0,0.40000000000000013,0.33333333333333337,1.0,0.6833333333333333
chart_100_complex_area_random_blocks_medium,chart_100,chart_100_complex_area,blocks,medium,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,9.090909090909092,50.0,1.0,0.0,0.0,0.0,0.25
chart_074_complex_bar_rotation_medium,chart_074,chart_074_complex_bar,rotation,medium,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0
chart_039_complex_scatter_gaussian_blur_medium,chart_039,chart_039_complex_scatter,blur,medium,0.0,0.0,0.0,68.18181818181819,0.0,0.0,0.0,68.18181818181819,1.0,1.0,1.0,1.0,1.0
chart_067_advanced_scatter_rotation_low,chart_067,chart_067_advanced_scatter,rotation,low,0.0,0.09090909090909091,9.090909090909092,100.0,0.0,0.09090909090909091,9.090909090909092,100.0,1.0,1.0,1.0,1.0,1.0
chart_083_complex_bar_random_blocks_medium,chart_083,chart_083_complex_bar,blocks,medium,0.0,0.4444444444444444,44.44444444444444,50.0,0.0,0.0,0.0,16.666666666666664,1.0,0.0,0.0,1.0,0.5
chart_134_advanced_scatter_random_blocks_medium,chart_134,chart_134_advanced_scatter,blocks,medium,0.0,0.09999999999999999,9.090909090909092,90.90909090909092,0.0,0.0,0.0,100.0,1.0,0.0,0.0,0.9090909090909092,0.4772727272727273
chart_034_medium_line_gaussian_blur_low,chart_034,chart_034_medium_line,blur,low,0.0,0.19047619047619047,0.0,75.0,0.0,0.19047619047619047,0.0,75.0,1.0,1.0,1.0,1.0,1.0
chart_199_advanced_pie_rotation_medium,chart_199,chart_199_advanced_pie,rotation,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_192_complex_line_random_blocks_medium,chart_192,chart_192_complex_line,blocks,medium,0.0,0.0,0.0,50.0,0.0,0.09090909090909091,9.090909090909092,100.0,1.0,0.0,0.0,0.5,0.375
chart_162_complex_bar_random_blocks_medium,chart_162,chart_162_complex_bar,blocks,medium,0.0,0.0,0.0,12.5,0.0,0.0,0.0,13.157894736842104,1.0,1.0,1.0,0.9500000000000001,0.9875
chart_028_advanced_area_rotation_medium,chart_028,chart_028_advanced_area,rotation,medium,0.0,0.0,0.0,25.0,0.0,0.0,0.0,23.52941176470588,1.0,1.0,1.0,1.0,1.0
chart_007_complex_line_gaussian_blur_medium,chart_007,chart_007_complex_line,blur,medium,0.0,0.0,0.0,100.0,0.0,0.20000000000000004,20.0,100.0,1.0,0.0,0.0,1.0,0.5
chart_058_complex_bar_brightness_shift_medium,chart_058,chart_058_complex_bar,shift,medium,0.0,0.0,0.0,12.903225806451612,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_199_advanced_pie_brightness_shift_medium,chart_199,chart_199_advanced_pie,shift,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_195_advanced_pie_random_blocks_medium,chart_195,chart_195_advanced_pie,blocks,medium,0.0,0.10000000000000002,0.0,100.0,0.0,0.0,0.0,100.0,1.0,0.0,1.0,1.0,0.75
chart_162_complex_bar_brightness_shift_high,chart_162,chart_162_complex_bar,shift,high,0.0,0.0,0.0,12.5,0.0,0.0,0.0,13.157894736842104,1.0,1.0,1.0,0.9500000000000001,0.9875
chart_162_complex_bar_rotation_medium,chart_162,chart_162_complex_bar,rotation,medium,0.0,0.0,0.0,12.5,0.0,0.0,0.0,13.157894736842104,1.0,1.0,1.0,0.9500000000000001,0.9875
chart_073_medium_area_random_blocks_medium,chart_073,chart_073_medium_area,blocks,medium,0.0,0.5,16.666666666666664,50.0,0.0,0.3333333333333333,33.33333333333333,25.0,1.0,1.0,0.5,1.0,0.875
chart_138_complex_bar_rotation_medium,chart_138,chart_138_complex_bar,rotation,medium,0.0,0.0,0.0,12.5,0.0,0.0,0.0,12.5,1.0,1.0,1.0,1.0,1.0
chart_189_medium_pie_rotation_low,chart_189,chart_189_medium_pie,rotation,low,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_193_medium_line_legend_corruption_medium,chart_193,chart_193_medium_line,corruption,medium,0.0,0.37499999999999994,50.0,80.0,0.0,0.3333333333333333,33.33333333333333,75.0,1.0,1.0,1.0,1.0,1.0
chart_151_complex_line_brightness_shift_medium,chart_151,chart_151_complex_line,shift,medium,0.0,0.09090909090909091,9.090909090909092,100.0,0.0,0.36363636363636365,36.36363636363637,100.0,1.0,0.2500000000000001,0.25,1.0,0.625
chart_103_complex_scatter_brightness_shift_medium,chart_103,chart_103_complex_scatter,shift,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_039_complex_scatter_brightness_shift_medium,chart_039,chart_039_complex_scatter,shift,medium,0.0,0.0,0.0,68.18181818181819,0.0,0.0,0.0,68.18181818181819,1.0,1.0,1.0,1.0,1.0
chart_094_complex_scatter_gaussian_blur_medium,chart_094,chart_094_complex_scatter,blur,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_042_medium_bar_rotation_low,chart_042,chart_042_medium_bar,rotation,low,0.0,0.0,0.0,16.666666666666664,0.0,0.0,0.0,16.666666666666664,1.0,1.0,1.0,1.0,1.0
chart_163_complex_scatter_gaussian_blur_medium,chart_163,chart_163_complex_scatter,blur,medium,0.0,0.4000000000000001,20.0,100.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.5
chart_077_complex_area_random_blocks_medium,chart_077,chart_077_complex_area,blocks,medium,0.0,0.0,0.0,0.0,0.0,0.25,8.333333333333332,50.0,1.0,0.0,0.0,0.0,0.25
chart_133_medium_line_brightness_shift_medium,chart_133,chart_133_medium_line,shift,medium,0.0,0.20000000000000004,10.0,100.0,0.0,0.3,10.0,100.0,1.0,0.6666666666666667,1.0,1.0,0.9166666666666667
chart_034_medium_line_rotation_medium,chart_034,chart_034_medium_line,rotation,medium,0.0,0.38095238095238093,14.285714285714285,75.0,0.0,0.19047619047619047,0.0,75.0,1.0,1.0,0.0,1.0,0.75
chart_170_complex_line_rotation_medium,chart_170,chart_170_complex_line,rotation,medium,0.0,0.08333333333333333,0.0,100.0,0.0,0.08333333333333333,8.333333333333332,100.0,1.0,1.0,0.0,1.0,0.75
chart_032_advanced_scatter_brightness_shift_medium,chart_032,chart_032_advanced_scatter,shift,medium,0.0,0.0,0.0,82.14285714285714,0.0,0.0,0.0,82.14285714285714,1.0,1.0,1.0,1.0,1.0
chart_093_complex_area_brightness_shift_low,chart_093,chart_093_complex_area,shift,low,0.0,0.1111111111111111,0.0,50.0,0.0,0.4444444444444444,11.11111111111111,50.0,1.0,0.25,0.0,1.0,0.5625
chart_067_advanced_scatter_gaussian_blur_medium,chart_067,chart_067_advanced_scatter,blur,medium,0.0,0.09090909090909091,9.090909090909092,100.0,0.0,0.09090909090909091,9.090909090909092,100.0,1.0,1.0,1.0,1.0,1.0
chart_109_advanced_bar_rotation_high,chart_109,chart_109_advanced_bar,rotation,high,0.0,0.9333333333333333,80.0,50.0,0.0,0.0,0.0,13.392857142857142,1.0,0.0,0.0,1.0,0.5
chart_195_advanced_pie_brightness_shift_high,chart_195,chart_195_advanced_pie,shift,high,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_159_complex_line_rotation_high,chart_159,chart_159_complex_line,rotation,high,0.0,0.4166666666666667,25.0,100.0,0.0,0.25,16.666666666666664,100.0,1.0,1.0,1.0,1.0,1.0
chart_189_medium_pie_gaussian_blur_medium,chart_189,chart_189_medium_pie,blur,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_093_complex_area_brightness_shift_high,chart_093,chart_093_complex_area,shift,high,0.0,0.1111111111111111,11.11111111111111,50.0,0.0,0.4444444444444444,11.11111111111111,50.0,1.0,0.25,1.0,1.0,0.8125
chart_126_complex_line_brightness_shift_medium,chart_126,chart_126_complex_line,shift,medium,0.0,0.25,0.0,100.0,0.0,0.625,25.0,100.0,1.0,0.4,0.0,1.0,0.6
chart_167_advanced_area_rotation_medium,chart_167,chart_167_advanced_area,rotation,medium,0.0,0.20000000000000004,20.0,50.0,0.0,0.05,0.0,16.666666666666664,1.0,1.0,0.0,1.0,0.75
chart_044_medium_bar_brightness_shift_medium,chart_044,chart_044_medium_bar,shift,medium,0.0,0.0,0.0,40.0,0.0,0.0,0.0,40.0,1.0,1.0,1.0,1.0,1.0
chart_169_medium_scatter_legend_corruption_medium,chart_169,chart_169_medium_scatter,corruption,medium,0.0,0.0,0.0,92.85714285714286,0.0,0.0,0.0,92.85714285714286,1.0,1.0,1.0,1.0,1.0
chart_157_medium_line_brightness_shift_medium,chart_157,chart_157_medium_line,shift,medium,0.0,0.5,33.33333333333333,100.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.5
chart_143_medium_pie_brightness_shift_medium,chart_143,chart_143_medium_pie,shift,medium,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_190_advanced_line_brightness_shift_medium,chart_190,chart_190_advanced_line,shift,medium,0.0,0.26666666666666666,26.666666666666668,100.0,0.0,0.10714285714285712,13.333333333333334,68.29268292682926,1.0,1.0,1.0,1.0,1.0
chart_104_advanced_line_gaussian_blur_high,chart_104,chart_104_advanced_line,blur,high,0.0,0.07142857142857142,0.0,100.0,0.0,0.14285714285714285,0.0,100.0,1.0,0.5,1.0,1.0,0.875
chart_066_advanced_bar_gaussian_blur_medium,chart_066,chart_066_advanced_bar,blur,medium,0.0,0.07692307692307693,7.6923076923076925,50.0,0.0,0.46153846153846156,38.46153846153847,50.0,1.0,0.16666666666666663,0.19999999999999996,1.0,0.5916666666666666
chart_064_complex_pie_brightness_shift_low,chart_064,chart_064_complex_pie,shift,low,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1.0,1.0,1.0,1.0,1.0
chart_102_medium_line_brightness_shift_medium,chart_102,chart_102_medium_line,shift,medium,0.0,0.0,0.0,66.66666666666666,0.0,0.0,0.0,66.66666666666666,1.0,1.0,1.0,1.0,1.0
chart_157_medium_line_random_blocks_medium,chart_157,chart_157_medium_line,blocks,medium,0.0,0.16666666666666666,16.666666666666664,100.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,1.0,0.5
